Subject,Topic,Difficulty,Question,Option1,Option2,Option3,Option4,CorrectAnswer,Explanation
Data Structures,Queue,Easy,Which of the following applications commonly uses a queue?,CPU scheduling of processes,Function call management in recursion,Matching balanced parentheses,Backtracking algorithms,CPU scheduling of processes,"Processes waiting for CPU time are typically managed in the order they arrive, which matches FIFO queue behavior."
Data Structures,Queue,Easy,What is the space complexity of a queue storing n elements?,O(1),O(n),O(log n),O(n^2),O(n),"Each of the n elements requires storage, so total space grows linearly with the number of elements."
Data Structures,Queue,Easy,"In a queue implemented with a linked list, which end is used for enqueue and which for dequeue?","Enqueue at the head, dequeue at the tail","Enqueue at the tail, dequeue at the head",Both operations occur at the head,Both operations occur at the tail,"Enqueue at the tail, dequeue at the head","Adding at the tail and removing from the head, both in O(1) with proper pointers, naturally implements FIFO order."
Data Structures,Queue,Easy,Which built-in structure in many programming languages directly supports queue behavior?,Queue class or Deque used as a queue,HashMap,Stack class,Binary Tree,Queue class or Deque used as a queue,Most standard libraries provide a Queue class or a Deque that can be restricted to enqueue/dequeue operations.
Data Structures,Queue,Easy,"What is the correct order of output if 1, 2, 3 are enqueued into a queue and then all dequeued?","1, 2, 3","3, 2, 1","2, 1, 3","1, 3, 2","1, 2, 3","Since the queue is FIFO, the first element enqueued, 1, is the first one dequeued."
Data Structures,Queue,Easy,Which of the following is NOT a valid queue operation?,Enqueue,Dequeue,Peek,Push (in the stack sense of adding to the top),Push (in the stack sense of adding to the top),Push at the top is a stack operation; queues use enqueue and dequeue instead.
Data Structures,Queue,Easy,What is the term used when a queue has no elements?,Overflow,Underflow,Empty queue,Both underflow and empty queue describe this state,Both underflow and empty queue describe this state,"An empty queue has zero elements, and attempting to dequeue from it triggers an underflow condition."
Data Structures,Queue,Easy,What is the primary characteristic that differentiates a queue from a stack?,A queue uses FIFO order while a stack uses LIFO order,A queue can only store integers while a stack can store any type,A queue has no size limit while a stack does,A queue allows random access while a stack does not,A queue uses FIFO order while a stack uses LIFO order,The core distinction is the order in which elements are removed relative to their insertion order.
Data Structures,Queue,Easy,Which of the following is true about the isEmpty() function for a queue?,It removes all elements,It checks whether the queue has zero elements,It always returns true,It adds a new element,It checks whether the queue has zero elements,isEmpty() is a helper function used to test whether dequeue or peek would cause an underflow.
Data Structures,Queue,Easy,Which of the following is an example of using a queue in printer task management?,Print jobs are processed in the order they were submitted,Print jobs are processed in reverse order of submission,Print jobs are processed randomly,Print jobs are always sorted by file size,Print jobs are processed in the order they were submitted,"A print spooler typically services requests in the order received, matching FIFO queue behavior."
Data Structures,Queue,Easy,What is the peek (or front) operation in a queue used for?,Removing the front element,Returning the front element without removing it,Removing the rear element,Adding an element to the rear,Returning the front element without removing it,Peek only inspects the front element and does not modify the queue.
Data Structures,Queue,Easy,Which of the following best describes a queue used in a call center's phone system?,Callers are placed on hold and answered in the order they called,Callers are answered in random order,The most recent caller is always answered first,Callers are answered based on call duration,Callers are placed on hold and answered in the order they called,Handling calls in arrival order is a direct real-world example of FIFO queue behavior.
Data Structures,Queue,Easy,What is the initial value typically assigned to both front and rear indices for an empty array-based queue?,0 and 0,-1 and -1,n and n,1 and n,-1 and -1,Setting both indices to -1 conventionally indicates that the queue currently holds no elements.
Data Structures,Queue,Easy,"Which of the following correctly completes: In a queue implemented using a linked list, an empty queue is typically indicated by ____.",head being non-null,both head and tail being null,tail pointing to head,head pointing to itself,both head and tail being null,"With no nodes present, neither the head nor the tail references anything, so both are null."
Data Structures,Queue,Easy,Why is a queue considered a restricted form of a linear data structure?,"Because insertion and deletion are restricted to specific ends, rear and front respectively",Because it can only store numbers,Because it has a fixed maximum size always,Because it cannot be implemented using arrays,"Because insertion and deletion are restricted to specific ends, rear and front respectively","Unlike a general list, a queue limits insertion to the rear and deletion to the front."
Data Structures,Queue,Easy,Which of the following is a simple real-world example of a queue in operating systems?,Processes waiting in a ready queue for CPU allocation,Processes waiting for user input only,Files stored in a directory,Variables stored in memory,Processes waiting in a ready queue for CPU allocation,"The ready queue holds processes awaiting CPU time, typically serviced in arrival order for basic scheduling."
Data Structures,Queue,Easy,What is a key disadvantage of implementing a queue using a fixed-size array without wraparound?,Wasted space at the front over time can lead to false overflow even when the queue is not logically full,It cannot support enqueue at all,It cannot support dequeue at all,It requires more memory than a linked list always,Wasted space at the front over time can lead to false overflow even when the queue is not logically full,"Without reusing freed front space, the array can appear full and reject new elements even though room exists."
Data Structures,Queue,Medium,What is the primary purpose of a circular queue compared to a simple linear queue?,"To reuse the freed space at the front of the array after dequeues, avoiding wasted capacity",To allow random access to any element,To automatically sort elements,To remove the need for a rear pointer,"To reuse the freed space at the front of the array after dequeues, avoiding wasted capacity","A circular queue wraps the rear pointer back to the beginning of the array when space is freed at the front, using capacity efficiently."
Data Structures,Queue,Medium,"In a circular queue implemented with an array of size n, which condition typically indicates the queue is full when using the modulo approach?",front == rear,(rear + 1) % n == front,rear == n,front == 0,(rear + 1) % n == front,"This condition detects that advancing rear by one would collide with front, signaling the queue is full."
Data Structures,Queue,Medium,Which condition is commonly used to check if a circular queue is empty?,front == rear (given no elements have been added),rear == n,front == 0,rear == -1,front == rear (given no elements have been added),"When no elements are present, front and rear coincide, a state that must be distinguished from the full condition using a separate flag or counter."
Data Structures,Queue,Medium,"Why is a separate counter or a flag sometimes needed in a circular queue implementation, in addition to front and rear indices?","To distinguish between the empty and full states, since both can otherwise produce front == rear",To speed up enqueue and dequeue operations,To allow sorting of the queue,To eliminate the need for an array,"To distinguish between the empty and full states, since both can otherwise produce front == rear","Without additional tracking, both an empty and a completely full circular queue can result in the same front and rear relationship, causing ambiguity."
Data Structures,Queue,Medium,What is a deque (double-ended queue) and how does it differ from a standard queue?,"A deque allows insertion and deletion at both the front and rear, while a standard queue only allows insertion at the rear and deletion at the front",A deque only allows insertion at the front,A deque is identical to a stack,A deque cannot be implemented using arrays or linked lists,"A deque allows insertion and deletion at both the front and rear, while a standard queue only allows insertion at the rear and deletion at the front","The defining feature of a deque is that both ends support insertion and removal, unlike the single-direction access of a standard queue."
Data Structures,Queue,Medium,What is the time complexity of enqueue and dequeue operations in a properly implemented circular queue using an array?,O(1) for both operations,O(n) for both operations,O(log n) for enqueue and O(1) for dequeue,O(n) for enqueue and O(1) for dequeue,O(1) for both operations,"Using modulo arithmetic to wrap indices, both operations only update index positions without shifting elements."
Data Structures,Queue,Medium,Which of the following best describes a priority queue?,A queue where elements are removed strictly in insertion order,A queue where each element has a priority and higher-priority elements are served before lower-priority ones regardless of insertion order,A queue that only stores numeric priorities without data,A queue that can only hold one element at a time,A queue where each element has a priority and higher-priority elements are served before lower-priority ones regardless of insertion order,Priority queues serve elements based on priority values rather than strictly the order they were added.
Data Structures,Queue,Medium,Which data structure is most commonly used to implement an efficient priority queue?,Array only,Binary Heap,Simple singly linked list,Stack,Binary Heap,"A binary heap allows insertion and extraction of the highest or lowest priority element in O(log n) time, making it efficient for priority queues."
Data Structures,Queue,Medium,What is the time complexity of inserting an element into a priority queue implemented using a binary heap?,O(1),O(log n),O(n),O(n log n),O(log n),"Insertion involves placing the element at the end and sifting it up, which takes time proportional to the tree's height."
Data Structures,Queue,Medium,Which of the following is a common application of a queue in graph algorithms?,Breadth-First Search traversal,Depth-First Search traversal,Finding the shortest path using Dijkstra's algorithm without a priority queue,Detecting cycles using Union-Find,Breadth-First Search traversal,BFS explores nodes level by level using a queue to ensure nodes are visited in the order they are discovered.
Data Structures,Queue,Medium,What edge case must be handled when implementing a circular queue where the array becomes completely full?,Enqueue must be rejected or trigger resizing since no free slot is available,Enqueue should overwrite the oldest element silently in every implementation,The queue should reset itself to empty automatically,Nothing needs to be done since arrays cannot become full,Enqueue must be rejected or trigger resizing since no free slot is available,A standard circular queue must detect the full condition and either reject the new element or resize the underlying array.
Data Structures,Queue,Medium,Which of the following correctly explains why a queue implemented using a singly linked list without a tail pointer has O(n) enqueue time?,The list must be traversed to find the last node before appending,Linked lists cannot support enqueue,The head must be recalculated on every enqueue,Enqueue always requires sorting,The list must be traversed to find the last node before appending,"Without a direct reference to the last node, appending a new node requires walking the entire list first."
Data Structures,Queue,Medium,How can a queue be efficiently implemented using two stacks such that the amortized time complexity of dequeue is O(1)?,Transfer elements from the input stack to the output stack only when the output stack is empty,Transfer all elements between the two stacks on every operation,Use only one stack and pop from the bottom directly,It cannot be implemented using two stacks,Transfer elements from the input stack to the output stack only when the output stack is empty,"Since elements are only moved between stacks when needed, each element is transferred at most once across all operations, giving amortized constant time."
Data Structures,Queue,Medium,"What is the worst-case time complexity of a single dequeue operation in the two-stack queue implementation, even though the amortized cost is O(1)?",O(1),O(n),O(log n),O(n^2),O(n),"If the output stack is empty, all elements must be moved from the input stack in that operation, which takes linear time in the worst case."
Data Structures,Queue,Medium,Which of the following best explains the use of a queue in implementing a basic round-robin CPU scheduler?,Each process is given a fixed time slice and re-added to the rear of the queue if not finished,Processes are always executed in reverse order of arrival,The queue only holds a single process at a time,Priorities determine execution order rather than the queue,Each process is given a fixed time slice and re-added to the rear of the queue if not finished,Round-robin scheduling cycles through processes fairly by requeuing unfinished processes at the rear after their time slice.
Data Structures,Queue,Medium,"What is a key edge case to consider when implementing a queue for a buffering system, such as streaming data between a producer and a consumer?","Handling the case where the producer tries to enqueue while the buffer is full, or the consumer tries to dequeue while it is empty",Only handling the producer's actions,Ignoring buffer capacity entirely,Assuming the producer and consumer always operate at the same speed,"Handling the case where the producer tries to enqueue while the buffer is full, or the consumer tries to dequeue while it is empty","A robust buffer must gracefully handle both overflow when full and underflow when empty, since producers and consumers may operate at different speeds."
Data Structures,Queue,Medium,Which of the following describes how a deque can be used to implement both a stack and a queue using the same underlying structure?,"A stack uses insertions and deletions from the same end, while a queue uses one end for insertion and the other for deletion",A deque cannot be used to implement a stack,"A deque can only implement a queue, not a stack",Both stack and queue behavior require completely separate data structures,"A stack uses insertions and deletions from the same end, while a queue uses one end for insertion and the other for deletion","Since a deque supports operations at both ends, restricting usage to one end mimics a stack, while using both ends mimics a queue."
Data Structures,Queue,Medium,What is the primary reason a priority queue is preferred over a simple sorted array for repeatedly extracting the minimum element while allowing insertions?,"A binary heap based priority queue offers O(log n) insertion and extraction, while maintaining a sorted array can cost O(n) per insertion",A sorted array always offers better performance,A priority queue cannot support insertion after creation,A sorted array requires no additional memory,"A binary heap based priority queue offers O(log n) insertion and extraction, while maintaining a sorted array can cost O(n) per insertion","Inserting into a sorted array may require shifting elements, costing O(n), whereas a heap-based structure balances insertion and extraction more efficiently."
Data Structures,Queue,Medium,Which of the following best explains why a queue is more appropriate than a stack for simulating customers waiting at a bank counter?,"Customers should be served in the order they arrived, matching FIFO behavior",Customers should be served in reverse order of arrival,Order of service does not matter for banking simulations,A stack would serve customers faster,"Customers should be served in the order they arrived, matching FIFO behavior","Fair service in arrival order is naturally modeled by FIFO, which is exactly what a queue provides."
Data Structures,Queue,Medium,What edge case must be handled specifically when dequeuing the last remaining element from a queue implemented with front and rear pointers?,Both front and rear must be reset to indicate the queue is now empty,Only the front pointer needs to be reset,Only the rear pointer needs to be reset,No special handling is required,Both front and rear must be reset to indicate the queue is now empty,"Removing the only element empties the queue, so both pointers must be reset to a consistent empty-queue state to avoid errors on the next enqueue."
Data Structures,Queue,Medium,Which of the following correctly describes a monotonic deque's use in solving the sliding window maximum problem?,Maintaining indices in decreasing order of value so the front always holds the current window's maximum,Sorting the entire array before processing,Using two nested loops for every window,It cannot be solved efficiently using a deque,Maintaining indices in decreasing order of value so the front always holds the current window's maximum,"By removing smaller elements from the rear and outdated indices from the front, the deque always keeps the maximum accessible at the front."
Data Structures,Queue,Medium,What is the time complexity of solving the sliding window maximum problem for an array of n elements and window size k using a monotonic deque?,O(n*k),O(n),O(n log k),O(n^2),O(n),"Each element is added and removed from the deque at most once, so the total work across all windows is linear in n."
Data Structures,Queue,Medium,Which of the following best explains a multilevel queue used in advanced CPU scheduling?,"Processes are divided into separate queues based on priority or type, each with its own scheduling policy",All processes share a single unprioritized queue,Multilevel queues cannot support different scheduling algorithms,Processes are randomly assigned to queues,"Processes are divided into separate queues based on priority or type, each with its own scheduling policy","Multilevel queue scheduling separates processes, such as interactive versus batch jobs, into distinct queues that may each use a different scheduling strategy."
Data Structures,Queue,Medium,What is a common edge case when implementing a queue-based level order traversal of a binary tree?,Correctly tracking the number of nodes at each level to separate levels in the output,Ignoring leaf nodes entirely,Assuming the tree always has the same number of nodes per level,Using a stack instead achieves the same result,Correctly tracking the number of nodes at each level to separate levels in the output,"Since the queue mixes nodes from different levels together, the count of nodes currently in the queue at the start of processing a level marks where that level ends."
Data Structures,Queue,Medium,"Which of the following explains why a circular queue is preferred over a simple linear queue in real-time systems with a fixed buffer size, such as keyboard input buffers?","It reuses freed slots efficiently without needing to shift elements, keeping memory usage bounded and operations fast",It automatically sorts incoming input,It requires dynamic memory allocation for every operation,It removes the need for checking overflow conditions entirely,"It reuses freed slots efficiently without needing to shift elements, keeping memory usage bounded and operations fast","A circular queue's wraparound behavior makes efficient use of a fixed-size buffer, which is important for predictable performance in real-time systems."
Data Structures,Queue,Medium,"What must be considered as an edge case when implementing enqueue and dequeue operations for a deque used as both ends of insertion and removal, using an array with wraparound indices?",Both front and rear indices must wrap correctly in both directions to avoid going out of bounds,Only the front index needs wraparound handling,Only the rear index needs wraparound handling,Wraparound is not needed since deques do not use arrays,Both front and rear indices must wrap correctly in both directions to avoid going out of bounds,"Since insertion and deletion can occur at either end, both indices must correctly wrap around the fixed-size array in either direction."
Data Structures,Queue,Medium,Which of the following best describes why a queue rather than a stack is used to implement a Breadth-First Search that finds the shortest path in an unweighted graph?,"A queue processes nodes in the order they were discovered, ensuring nodes closer to the source are visited before farther ones",A stack processes nodes in discovery order as well,A queue automatically computes edge weights,Both structures guarantee the shortest path equally well,"A queue processes nodes in the order they were discovered, ensuring nodes closer to the source are visited before farther ones","FIFO order ensures that BFS explores all nodes at the current distance before moving farther, which is what guarantees shortest paths in unweighted graphs."
Data Structures,Queue,Medium,"What is the time complexity of converting an array into a valid binary heap in order to build a priority queue, using the bottom-up heapify approach?",O(n log n),O(n),O(n^2),O(log n),O(n),"Although each heapify call can take O(log n), the total work across all calls sums to a linear O(n) due to the structure of the tree."
Data Structures,Queue,Medium,Which of the following best describes an edge case that must be handled when implementing a queue-based BFS on a graph that may contain disconnected components?,"BFS from a single starting node will not visit nodes in other components, so each component may need a separate BFS call",BFS automatically visits all components regardless of connectivity,Disconnected graphs cannot be traversed using a queue,The queue must be resized for disconnected graphs,"BFS from a single starting node will not visit nodes in other components, so each component may need a separate BFS call","Since a queue-based BFS only reaches nodes connected to the start, fully covering a disconnected graph requires initiating BFS again from an unvisited node in each remaining component."
Data Structures,Queue,Medium,What must be considered as an edge case when implementing a queue that supports a getFront() and getRear() operation immediately after the queue transitions from having one element to zero elements?,Both getFront() and getRear() should indicate the queue is empty rather than returning stale references,Only getFront() needs to be updated,Only getRear() needs to be updated,No update is needed since the queue retains its last known state,Both getFront() and getRear() should indicate the queue is empty rather than returning stale references,"After the last element is removed, both front and rear references must consistently reflect the empty state to avoid returning invalid or outdated data."
Data Structures,Queue,Hard,"What is the time complexity of implementing a queue that supports enqueue, dequeue, and retrieving the maximum element, all in amortized O(1) time, using a monotonic deque?",O(n) for all operations,Amortized O(1) for all operations using a monotonic deque alongside the main queue,O(log n) for all operations,It is not possible to achieve O(1) for all three operations,Amortized O(1) for all operations using a monotonic deque alongside the main queue,"A monotonic deque tracks candidate maximums, removing outdated or smaller elements so that each element is processed a constant number of times overall."
Data Structures,Queue,Hard,"How can a min-priority queue be implemented such that both insertion and extraction of the minimum run in O(log n) using a binary heap, and what invariant must be maintained?",Every parent node's value must be less than or equal to its children's values throughout all operations,Every node's value must be greater than its parent at all times,The heap must be fully sorted after every operation,Elements must be stored in a doubly linked list with pointers to every other node,Every parent node's value must be less than or equal to its children's values throughout all operations,"The min-heap property, where each parent is less than or equal to its children, must be restored after every insertion and extraction via sift-up and sift-down operations."
Data Structures,Queue,Hard,"What is the time complexity of merging k sorted arrays into a single sorted sequence using a priority queue based approach, where the total number of elements is n?",O(n^2),O(n log k),O(n*k),O(k^2 log n),O(n log k),"A priority queue of size k tracks the smallest current element among all arrays, and each of the n elements is inserted and extracted once, giving O(n log k)."
Data Structures,Queue,Hard,How does a queue-based approach efficiently solve the problem of finding the first non-repeating character in a stream of characters?,Maintaining a queue of candidate characters and removing those found to be repeating from the front as the stream is processed,Sorting the entire stream after it ends,Using nested loops to recheck all characters for every new input,It cannot be solved efficiently using a queue,Maintaining a queue of candidate characters and removing those found to be repeating from the front as the stream is processed,"By keeping only unconfirmed unique candidates in the queue and removing ones that become repeated, the first remaining character is always the answer at any point in the stream."
Data Structures,Queue,Hard,"What is the time complexity of implementing a queue using a single stack with recursion, where the recursion itself provides the effect of reversing insertion order?",O(1) per operation,O(n) per enqueue operation due to recursive insertion at the bottom,O(n^2) per operation,It is not possible using a single stack with recursion,O(n) per enqueue operation due to recursive insertion at the bottom,"Inserting a new element at the very bottom of the stack using recursion requires popping and later restoring every existing element, taking linear time."
Data Structures,Queue,Hard,"Which of the following best explains how a circular buffer, a specialized queue, is used in real-time audio processing systems?","It allows continuous overwriting and reading of a fixed-size buffer without reallocating memory, supporting constant-time streaming operations",It requires resizing on every audio sample,It sorts audio samples by amplitude before processing,It cannot handle continuous data streams,"It allows continuous overwriting and reading of a fixed-size buffer without reallocating memory, supporting constant-time streaming operations",A circular buffer's wraparound indexing lets audio producers and consumers operate on a fixed memory region indefinitely without costly reallocation.
Data Structures,Queue,Hard,"What is the time complexity of implementing a priority queue using a Fibonacci heap for the decrease-key operation, and why is this significant for algorithms like Dijkstra's?","O(1) amortized, which improves Dijkstra's algorithm's overall time complexity compared to a binary heap","O(log n), identical to a binary heap with no improvement","O(n), making it worse than a binary heap","O(n log n), making it impractical for use","O(1) amortized, which improves Dijkstra's algorithm's overall time complexity compared to a binary heap",A Fibonacci heap's amortized O(1) decrease-key operation reduces the overall complexity of algorithms like Dijkstra's that repeatedly decrease priorities.
Data Structures,Queue,Hard,"How can a double-ended priority queue, supporting both O(log n) extraction of the minimum and maximum, be efficiently implemented?",Using a single sorted array with binary search for every operation,Using an interval heap or a pair of synchronized min-heap and max-heap structures with cross-references,Using two completely independent unsynchronized heaps,It cannot be implemented with logarithmic time for both operations,Using an interval heap or a pair of synchronized min-heap and max-heap structures with cross-references,Specialized structures like interval heaps maintain both minimum and maximum access efficiently by carefully pairing elements or synchronizing two heaps.
Data Structures,Queue,Hard,"What is the time complexity of the algorithm that reverses the first k elements of a queue using an auxiliary stack, where the queue has n total elements?",O(n),O(k),O(n^2),O(n log n),O(n),"Although only k elements are reversed using the stack, the remaining n-k elements must also be cycled through the queue to preserve order, giving overall linear time."
Data Structures,Queue,Hard,Which of the following best explains the challenge of implementing a lock-free concurrent queue that supports simultaneous enqueue and dequeue from multiple threads?,Using atomic compare-and-swap operations to update pointers without traditional locks while avoiding race conditions,Simply using a single global lock for all operations,Avoiding the use of pointers entirely,Concurrent queues cannot be implemented without significant performance loss,Using atomic compare-and-swap operations to update pointers without traditional locks while avoiding race conditions,Lock-free queue implementations rely on atomic hardware instructions like compare-and-swap to safely update shared pointers without blocking other threads.
Data Structures,Queue,Hard,"What is the time complexity of generating the first n numbers whose only prime factors are 2, 3, and 5, known as ugly numbers, using three queues or pointers?",O(n^2),O(n),O(n log n),O(2^n),O(n),"By maintaining three pointers into the growing sequence and choosing the minimum candidate at each step, each of the n numbers is generated in constant time."
Data Structures,Queue,Hard,"How does a queue-based level order approach efficiently serialize and deserialize a binary tree, and what is its time complexity?","Using a queue to process nodes level by level while recording null markers for missing children, achieving O(n) time","Using recursion exclusively, achieving O(n log n) time","Sorting all nodes first, achieving O(n log n) time",It cannot be done in less than O(n^2) time,"Using a queue to process nodes level by level while recording null markers for missing children, achieving O(n) time","Each node is enqueued and dequeued exactly once during both serialization and deserialization, giving linear time overall."
Data Structures,Queue,Hard,What is the key idea behind using a queue combined with a hash map to solve the LRU-adjacent problem of tracking the most recent k distinct elements seen in a stream?,"Maintaining a queue of recent elements and a hash map for O(1) duplicate checks, removing the oldest when exceeding k distinct elements",Sorting the stream after collection,Recomputing distinct counts from scratch for every new element,It cannot be solved efficiently with a queue,"Maintaining a queue of recent elements and a hash map for O(1) duplicate checks, removing the oldest when exceeding k distinct elements",Combining a queue for order with a hash map for fast lookups allows efficient tracking and eviction of the least recently seen elements.
Data Structures,Queue,Hard,What is the time complexity of the algorithm that finds the maximum sum of any contiguous subarray of size k using a queue-like sliding window sum technique?,O(n*k),O(n),O(n log n),O(k^2),O(n),"By adding the next element and subtracting the element leaving the window as it slides, the sum is updated in constant time per step across n elements."
Data Structures,Queue,Hard,"Which of the following best explains why implementing a queue with guaranteed O(1) worst-case time for both enqueue and dequeue is more complex than a simple two-stack approach, which is only amortized O(1)?",It typically requires incrementally transferring a bounded number of elements between structures on every operation rather than all at once,It is not possible to guarantee worst-case O(1) for both operations under any approach,Guaranteed O(1) requires switching to a completely different data structure like a hash map,The two-stack approach already guarantees worst-case O(1) for both operations,It typically requires incrementally transferring a bounded number of elements between structures on every operation rather than all at once,Achieving strict worst-case bounds instead of amortized bounds generally requires spreading the transfer work evenly across operations rather than deferring it entirely.
Data Structures,Queue,Hard,"How can a priority queue be used to efficiently solve the K closest points to the origin problem for n points, achieving better than O(n log n) time when k is much smaller than n?","Using a max-heap of size k, giving O(n log k) time overall","Sorting all n points first, giving O(n log n) time in every case","Using nested loops to compare all pairs of points, giving O(n^2) time",It cannot be solved faster than sorting all points,"Using a max-heap of size k, giving O(n log k) time overall","By maintaining a max-heap of only the k closest points found so far, each of the n points is processed in O(log k) time, giving O(n log k) overall."
Data Structures,Queue,Hard,What is the time complexity of Dijkstra's shortest path algorithm when implemented using a binary heap based priority queue for a graph with V vertices and E edges?,O(V^2),O((V+E) log V),O(V*E),"O(E log E) only, independent of V",O((V+E) log V),"Each vertex and edge relaxation involves a heap operation costing O(log V), and across all vertices and edges this totals O((V+E) log V)."
Data Structures,Queue,Hard,"Which of the following best describes how a queue is used to implement an efficient multi-source Breadth-First Search, such as finding the nearest exit in a grid with multiple starting points?","All source cells are enqueued initially, and BFS proceeds level by level from all sources simultaneously","BFS must be run separately from each source and results combined afterward, taking much longer",A queue cannot support multiple starting points,Sources must be sorted by priority before BFS can begin,"All source cells are enqueued initially, and BFS proceeds level by level from all sources simultaneously",Enqueuing all sources before starting the traversal allows a single BFS pass to correctly compute the shortest distance from the nearest source to every cell.
Data Structures,Queue,Hard,"What is the time complexity of the sliding window median problem when solved using two heaps acting as a form of priority queue, for an array of n elements and window size k?",O(n log k),O(n*k),O(n),O(n^2),O(n log k),"Maintaining balanced max-heap and min-heap halves of the window requires O(log k) work per insertion or removal, applied across n elements as the window slides."
Data Structures,Queue,Hard,"How does a queue combined with topological sorting, using Kahn's algorithm, efficiently order tasks with dependencies in O(V+E) time?","Enqueuing all nodes with zero in-degree first, then repeatedly dequeuing and reducing the in-degree of neighboring nodes",Sorting all tasks alphabetically before processing dependencies,"Using a stack instead, which produces an identical result in the same time","It requires checking all pairs of tasks, giving O(V^2) time","Enqueuing all nodes with zero in-degree first, then repeatedly dequeuing and reducing the in-degree of neighboring nodes","Kahn's algorithm processes each vertex and edge exactly once using a queue of ready nodes, achieving linear time in the size of the graph."
Data Structures,Queue,Hard,What is the primary reason a priority queue rather than a simple FIFO queue is used in the A* pathfinding algorithm?,"Nodes must be explored in order of their estimated total cost, not simply the order they were discovered",A* does not require exploring nodes in any particular order,A FIFO queue would give better performance for A*,Priority queues cannot store cost estimates,"Nodes must be explored in order of their estimated total cost, not simply the order they were discovered","A* relies on always expanding the node with the lowest estimated total cost, which requires a priority queue rather than simple arrival order."
Data Structures,Queue,Hard,Which of the following best explains the time complexity trade-off of using a queue-based iterative deepening breadth-first search compared to a standard single-pass BFS?,"Iterative deepening repeats shallower levels multiple times, adding overhead, but can offer memory advantages similar to depth-first search in some scenarios",Iterative deepening is always strictly faster than standard BFS,Iterative deepening removes the need for a queue entirely,There is no meaningful difference between the two approaches,"Iterative deepening repeats shallower levels multiple times, adding overhead, but can offer memory advantages similar to depth-first search in some scenarios","Repeating traversals to increasing depth limits adds redundant work compared to single-pass BFS, though it can reduce memory usage in certain settings."
Data Structures,Queue,Hard,What is the time complexity of computing the shortest path in an unweighted graph using a 0-1 BFS approach with a deque instead of a standard priority queue?,O(V + E),O((V+E) log V),O(V*E),O(V^2),O(V + E),"By pushing zero-weight edges to the front and one-weight edges to the back of a deque, 0-1 BFS avoids the logarithmic overhead of a heap, achieving linear time."
Data Structures,Queue,Hard,"How can a queue be used to efficiently detect the first negative number in every window of size k in an array, achieving O(n) time overall?",Maintaining a queue of indices of negative numbers within the current window and removing indices that fall outside the window as it slides,Scanning the entire window from scratch for every position,Sorting each window before checking for negatives,It requires O(n*k) time and cannot be optimized,Maintaining a queue of indices of negative numbers within the current window and removing indices that fall outside the window as it slides,"By keeping only relevant negative indices in the queue and removing outdated ones as the window slides, each index is processed a constant number of times."
