Subject,Topic,Difficulty,Question,Option1,Option2,Option3,Option4,CorrectAnswer,Explanation
Data Structures,Linked List,Easy,Which of the following correctly completes: A linked list node in Java is typically created using the ____ keyword.,new,delete,static,void,new,The new keyword allocates memory on the heap and returns a reference to the newly created node object.
Data Structures,Linked List,Easy,"Why is direct random access, like arr[5], not supported by linked lists?",Because nodes must be reached sequentially via pointers from the head,Because linked lists do not support integers as data,Because linked lists are always sorted,Because linked lists have no head,Because nodes must be reached sequentially via pointers from the head,"There is no formula to compute a node's memory address from its position, so each preceding node must be visited first."
Data Structures,Linked List,Easy,What best describes an important trade-off when choosing a linked list over an array?,Linked lists trade random access speed for flexible dynamic sizing,Linked lists trade memory usage for slower traversal,Linked lists trade dynamic sizing for faster searching,Linked lists trade insertion speed for smaller node size,Linked lists trade random access speed for flexible dynamic sizing,Linked lists give up constant-time indexing in exchange for easy growth and shrinkage without reallocation.
Data Structures,Linked List,Easy,"In a circular doubly linked list, how are the head and tail nodes connected?",The head's prev points to the tail and the tail's next points to the head,They are not connected at all,Only the head points to the tail,Only the tail points to the head,The head's prev points to the tail and the tail's next points to the head,A circular doubly linked list forms a full loop in both directions by connecting head and tail on both ends.
Data Structures,Linked List,Easy,What happens to the previous head node's reference when a new node is inserted at the beginning of a singly linked list?,It is deleted,"It becomes the second node, referenced by the new head's next pointer",It becomes the tail automatically,It is unaffected and remains the head,"It becomes the second node, referenced by the new head's next pointer","The new node's next pointer is set to the old head, and the head pointer is updated to the new node."
Data Structures,Linked List,Easy,Which of these is NOT typically a field found in a basic singly linked list node?,Data,Next pointer,Index position,Any of these could be omitted depending on implementation,Index position,"Unlike arrays, linked list nodes do not store an index; position is only known by traversal order."
Data Structures,Linked List,Easy,What is the purpose of the next field in a linked list node?,To store the node's own address,To reference the following node in the sequence,To store the previous node's data,To indicate whether the list is circular,To reference the following node in the sequence,"The next field links the current node to the subsequent node, forming the chain structure."
Data Structures,Linked List,Easy,Which statement correctly compares deletion of the first element in an array versus a linked list?,Both take O(1) time,Array deletion takes O(n) due to shifting; linked list deletion takes O(1) if the head is known,Array deletion takes O(1); linked list deletion takes O(n),Both take O(n) time,Array deletion takes O(n) due to shifting; linked list deletion takes O(1) if the head is known,"Removing the first array element shifts all remaining elements, while removing the head node just updates the head pointer."
Data Structures,Linked List,Easy,Which of the following is true regarding the data field of a linked list node?,It can store any data type supported by the implementation such as integers or objects,It can only store integers,It must always be a string,It must be a pointer,It can store any data type supported by the implementation such as integers or objects,Linked list nodes are generic containers and can be designed to hold any data type as needed.
Data Structures,Linked List,Easy,Why might a singly linked list be preferred over a doubly linked list in a memory-constrained embedded system?,It offers faster searching,It uses less memory per node since it stores only one pointer,It supports backward traversal more efficiently,It cannot store data,It uses less memory per node since it stores only one pointer,"A singly linked list node only needs a next pointer, saving memory compared to storing both next and prev pointers."
Data Structures,Linked List,Medium,What is the time complexity of computing the length of a singly linked list by traversal?,O(1),O(log n),O(n),O(n^2),O(n),Every node must be visited once to count the total number of nodes.
Data Structures,Linked List,Medium,"When inserting a node after a given node reference in a singly linked list, which pointers must be updated?",Only the new node's next pointer,Only the given node's next pointer,The given node's next pointer and the new node's next pointer,The head pointer only,The given node's next pointer and the new node's next pointer,"The new node must point to what the given node originally pointed to, and the given node must then point to the new node."
Data Structures,Linked List,Medium,Which edge case must be specifically handled when deleting the only node in a singly linked list?,Updating the tail pointer only,Setting both head and tail pointers to null after deletion,Reversing the list first,Nothing special needs to be done,Setting both head and tail pointers to null after deletion,"Removing the sole node leaves the list empty, so both head and tail references must be cleared."
Data Structures,Linked List,Medium,What is a key risk when inserting a node into a circular linked list if the traversal loop condition is implemented incorrectly?,The list becomes sorted automatically,An infinite loop can occur since there is no null terminator,The node will not be added,Memory usage decreases,An infinite loop can occur since there is no null terminator,"Since a circular list has no null end, a faulty loop condition can cause traversal to never terminate."
Data Structures,Linked List,Medium,Which of the following correctly describes searching in a sorted singly linked list compared to a sorted array?,Both achieve O(log n) search time,The array can use binary search in O(log n) but the linked list is still limited to O(n),The linked list is faster because of pointers,Neither can be searched in less than O(n^2),The array can use binary search in O(log n) but the linked list is still limited to O(n),"Even if sorted, a linked list cannot jump to the middle element in O(1), so binary search's benefit is lost."
Data Structures,Linked List,Medium,What happens to the previous node's next pointer when deleting a node from the middle of a doubly linked list using direct references?,It is unaffected,It is updated to skip the deleted node,It is set to null,It becomes a circular reference,It is updated to skip the deleted node,The previous node must now reference the node that follows the deleted node to keep the list connected.
Data Structures,Linked List,Medium,Why is inserting into a sorted singly linked list still considered O(n) in the worst case despite O(1) pointer updates?,Because pointer updates themselves are slow,Because finding the correct insertion position requires traversing the list,Because sorted lists cannot support insertion,Because each insertion requires resizing,Because finding the correct insertion position requires traversing the list,"Although linking a new node takes O(1), locating where it belongs among sorted nodes requires scanning up to n nodes."
Data Structures,Linked List,Medium,Which technique allows swapping the data of two nodes in a linked list without physically relinking pointers?,Swapping only the head pointers,Swapping the data fields of the two nodes directly,Reversing the entire list,Deleting and reinserting both nodes,Swapping the data fields of the two nodes directly,"If only the values matter, exchanging the stored data avoids the complexity of rewiring next and prev pointers."
Data Structures,Linked List,Medium,What is a common edge case to consider when reversing a singly linked list iteratively?,Handling a list with more than 100 nodes,Handling an empty list or a list with a single node correctly,Handling only even-length lists,Handling lists with duplicate values,Handling an empty list or a list with a single node correctly,Reversal logic must correctly return the same list unchanged when there are zero or one nodes.
Data Structures,Linked List,Medium,"In a doubly linked list, what additional edge case exists when deleting the tail node that does not exist in a singly linked list without a tail pointer?",Updating the tail pointer to the second-to-last node,Updating the head pointer,Reversing the list,No special handling is needed,Updating the tail pointer to the second-to-last node,"Since a doubly linked list commonly tracks a tail reference, deleting the last node requires updating that tail reference too."
Data Structures,Linked List,Medium,Which of the following is true when comparing insertion at an arbitrary sorted position in an array versus a linked list?,Array insertion requires shifting elements; linked list insertion only requires pointer updates once found,Both require the same number of operations,Linked lists require shifting like arrays,Arrays never require shifting for insertion,Array insertion requires shifting elements; linked list insertion only requires pointer updates once found,"Arrays must shift subsequent elements, whereas a linked list simply relinks pointers around the new node."
Data Structures,Linked List,Medium,What is the effect of forgetting to update the previous node's next pointer before overwriting a temporary variable during deletion in a singly linked list?,The list is deleted entirely,The chain may be broken or a memory leak may occur,Performance improves,Nothing happens deletion still works,The chain may be broken or a memory leak may occur,"If the pointer update order is wrong, the reference needed to complete the relinking can be lost."
Data Structures,Linked List,Medium,Which scenario best illustrates why maintaining both head and tail pointers benefits queue implementations using a linked list?,It allows O(1) enqueue at the tail and O(1) dequeue at the head,It allows binary search on the queue,It reduces the memory used by each node,It prevents the queue from growing,It allows O(1) enqueue at the tail and O(1) dequeue at the head,Having direct references to both ends lets insertion and removal happen without traversing the list.
Data Structures,Linked List,Medium,What must be checked before dereferencing the next pointer of the current node during traversal to avoid runtime errors?,That the current node's data is non-negative,That the current node itself is not null,That the list is sorted,That the list is circular,That the current node itself is not null,"Accessing next on a null reference causes a null pointer exception, so the current node must be validated first."
Data Structures,Linked List,Medium,Which of the following correctly explains why removing duplicates from a sorted singly linked list can be done in a single traversal?,Because duplicate values if present are always adjacent in a sorted list,Because sorted lists have no duplicates,Because traversal order does not matter,Because duplicates are removed automatically when sorting,Because duplicate values if present are always adjacent in a sorted list,"Sorting groups equal values next to each other, so comparing each node only with its immediate next node suffices."
Data Structures,Linked List,Medium,"In a singly linked list implementation of a stack, which end is used for both push and pop to achieve O(1) time complexity?",The tail end since traversal is needed anyway,The head end since no traversal is required,The middle of the list,Either end gives the same complexity,The head end since no traversal is required,"Pushing and popping at the head only requires updating the head pointer, avoiding any traversal."
Data Structures,Linked List,Medium,Why is a singly linked list generally unsuitable for implementing frequent indexed access such as list.get(i)?,Because get(i) would require O(n) traversal from the head each time,Because linked lists cannot store indexed data,Because indexed access is not a valid operation on lists,Because it requires sorting first,Because get(i) would require O(n) traversal from the head each time,"Without direct addressing, reaching the ith node means walking from the head each time."
Data Structures,Linked List,Medium,Which of the following best explains an edge case in merging two linked lists where one list is empty?,The merge should return the non-empty list unchanged,The merge should always return null,The merge should throw an error,The merge should return an empty list,The merge should return the non-empty list unchanged,"If one input list has no nodes, the result of merging is simply the other list as-is."
Data Structures,Linked List,Medium,What is a potential issue if a doubly linked list's prev and next pointers are updated in the wrong order during node insertion?,The insertion will always fail with an error,"References to needed nodes may be lost, corrupting the list","The list becomes a singly linked list","Nothing changes, order does not matter","References to needed nodes may be lost, corrupting the list",Overwriting a pointer before using it to update a neighboring node can permanently disconnect part of the list.
Data Structures,Linked List,Medium,Why does inserting at the tail of a singly linked list without a tail pointer require O(n) time?,Because the entire list must be traversed to find the current last node,Because inserting always requires resizing,Because the head pointer must be recalculated,Because tail insertion is not supported without a tail pointer,Because the entire list must be traversed to find the current last node,"Without a direct reference to the last node, the list must be walked until the node with a null next pointer is found."
Data Structures,Linked List,Medium,What edge case should be handled when computing the middle node of a linked list with an even number of nodes using slow and fast pointers?,Deciding whether to return the first or second of the two middle nodes,Handling negative numbers in the data,Handling duplicate values,Handling a list with only one node,Deciding whether to return the first or second of the two middle nodes,"With an even count there are two candidate middle nodes, so the algorithm's convention determines which is returned."
Data Structures,Linked List,Medium,Which factor makes deletion by value rather than by reference less efficient in a singly linked list?,It requires traversal to first locate the node with the matching value,It changes the time complexity of pointer updates,It requires the list to be sorted,It always deletes the head instead,It requires traversal to first locate the node with the matching value,"Before any pointers can be updated, the list must be searched to find the node containing the target value."
Data Structures,Linked List,Medium,"In a circular singly linked list, what condition is used to stop traversal instead of checking for null?",Checking if the current node's next pointer equals the head,Checking if current data is zero,Traversal never stops in a circular list,Checking if current equals null,Checking if the current node's next pointer equals the head,"Since a circular list loops back, the traversal condition checks whether the loop has returned to the starting node."
Data Structures,Linked List,Medium,Which best explains why appending a node to a doubly linked list with a tail pointer takes O(1) time?,"The tail pointer directly references the last node, allowing immediate linking",Doubly linked lists do not support append,Appending always requires updating the head,The list must be resorted after appending,"The tail pointer directly references the last node, allowing immediate linking","With direct access to the last node via the tail pointer, the new node can be linked in constant time."
Data Structures,Linked List,Medium,What is the main reason a doubly linked list allows O(1) deletion given only a node reference, while a singly linked list does not?,Doubly linked lists store data twice,The prev pointer gives direct access to the preceding node without traversal,Doubly linked lists are always sorted,Singly linked lists cannot be modified,The prev pointer gives direct access to the preceding node without traversal,"Without a prev pointer, a singly linked list requires traversal from the head to find the preceding node."
Data Structures,Linked List,Medium,Which of the following is an edge case unique to circular linked lists when counting the number of nodes?,The traversal must stop upon returning to the head rather than hitting null,Counting is not possible in a circular list,Nodes must be counted twice,The head is not counted,The traversal must stop upon returning to the head rather than hitting null,"Since there is no null terminator, the loop must explicitly check for a return to the starting node to avoid infinite counting."
Data Structures,Linked List,Medium,What is a practical reason for choosing an array over a linked list when the number of elements is fixed and known in advance?,Arrays offer better cache locality and faster indexed access,Arrays use less total memory always,Arrays support dynamic resizing better,Arrays are easier to traverse backward,Arrays offer better cache locality and faster indexed access,"With a fixed known size, the overhead of pointers in a linked list is unnecessary, and arrays benefit from contiguous memory access."
Data Structures,Linked List,Medium,"Which best describes the process of concatenating two singly linked lists, A followed by B?",Set the next pointer of A's tail node to B's head node,Copy all elements of B into A one by one,Reverse B and prepend it to A,Merge them by sorting both lists first,Set the next pointer of A's tail node to B's head node,Linking A's last node directly to B's first node joins the two lists in constant time given a tail reference.
Data Structures,Linked List,Medium,What edge case arises when deleting a node from a doubly linked list that is both the head and the tail simultaneously?,Both head and tail pointers must be set to null after deletion,Only the head pointer needs updating,Only the tail pointer needs updating,No special handling is needed,Both head and tail pointers must be set to null after deletion,"When the list has exactly one node, removing it empties the list, requiring both references to be cleared."
Data Structures,Linked List,Medium,Why might using recursion to traverse a very long linked list be problematic?,It always produces incorrect results,It can cause a stack overflow due to deep recursive calls,It changes the list's data values,Recursion cannot access node data,It can cause a stack overflow due to deep recursive calls,"Each recursive call adds a new stack frame, and a sufficiently long list can exceed the call stack's capacity."
Data Structures,Linked List,Hard,What is the time complexity of finding the length of a cycle once a meeting point is found using Floyd's algorithm?,O(1),O(n),O(log n),It cannot be determined,O(n),Keeping one pointer fixed at the meeting point and moving another until it returns takes time proportional to the cycle length.
Data Structures,Linked List,Hard,Which approach is used to remove a detected cycle from a linked list after finding the start of the cycle?,Set the next pointer of the node just before the cycle start to null,Delete the entire list,Reverse the list,Convert it to a doubly linked list,Set the next pointer of the node just before the cycle start to null,Breaking the link just before the cycle's starting node removes the loop while preserving the rest of the list.
Data Structures,Linked List,Hard,What is the time complexity of adding two numbers represented as linked lists where each node stores a single digit?,O(1),"O(max(m,n)) where m and n are the lengths of the two lists",O(m*n),O(log(m+n)),"O(max(m,n)) where m and n are the lengths of the two lists","Each list is traversed once in tandem, so the time depends linearly on the length of the longer list."
Data Structures,Linked List,Hard,"When cloning a linked list where each node has an additional random pointer, which technique achieves O(1) extra space excluding the output?",Using a hash map to store original-to-copy mappings,Interweaving cloned nodes with original nodes before separating them,Using recursion with O(n) call stack only,It is not possible without extra space,Interweaving cloned nodes with original nodes before separating them,"By placing each cloned node right after its original, random pointers can be copied without extra hash map storage."
Data Structures,Linked List,Hard,What is the time complexity of the standard hash map approach to cloning a linked list with random pointers?,O(1),O(n) time and O(n) extra space,O(n^2) time and O(1) space,O(log n) time and O(n) space,O(n) time and O(n) extra space,A hash map storing original-to-clone mappings is built and used in two linear passes.
Data Structures,Linked List,Hard,Which technique is used to split a singly linked list into two equal halves efficiently in a single traversal?,Slow and fast pointers to locate the midpoint,Reversing the list first,Sorting the list,Counting all elements twice using separate traversals,Slow and fast pointers to locate the midpoint,"The fast pointer reaches the end when the slow pointer is at the midpoint, allowing the split there in one pass."
Data Structures,Linked List,Hard,What is the time complexity of rotating a singly linked list to the right by k positions, given the list's length is already known?,O(1),O(n),O(k^2),O(n^2),O(n),"The list is traversed to find the new tail and reconnect the ends, taking time proportional to list length."
Data Structures,Linked List,Hard,Which strategy correctly converts a sorted doubly linked list into a balanced binary search tree in O(n) time?,Repeated insertion into an empty BST,Using the middle node as root recursively while advancing a pointer through the list,Sorting the list again first,Using level-order traversal on the list,Using the middle node as root recursively while advancing a pointer through the list,Recursively building subtrees while advancing the list pointer simulates an in-order construction in linear time.
Data Structures,Linked List,Hard,What is the primary advantage of the Josephus problem simulation using a circular linked list over an array-based simulation?,Removing an eliminated person only requires pointer updates instead of shifting elements,It automatically sorts participants,It reduces the problem's time complexity to O(1),It eliminates the need for traversal entirely,Removing an eliminated person only requires pointer updates instead of shifting elements,A circular linked list avoids the overhead of shifting remaining elements as an array would require.
Data Structures,Linked List,Hard,Which approach efficiently reverses only a specified sublist between positions m and n in a singly linked list in a single pass?,Reversing the entire list twice,"Locating the sublist start, then reversing links in place while reconnecting boundaries","Copying the sublist to an array, reversing it, and rebuilding nodes",It cannot be done in a single pass,"Locating the sublist start, then reversing links in place while reconnecting boundaries",Tracking the node just before the sublist and reversing pointers within it completes the operation in one traversal.
Data Structures,Linked List,Hard,What is the amortized time complexity per operation of a self-organizing linked list using the move-to-front heuristic?,Always O(n) regardless of access pattern,Better than O(n) on average when access follows a skewed frequency distribution,Always O(1),Always O(log n),Better than O(n) on average when access follows a skewed frequency distribution,Moving recently accessed nodes to the front reduces future search time for skewed access patterns.
Data Structures,Linked List,Hard,"Which data structure combines features of a linked list and an array to reduce pointer overhead, known as an unrolled linked list?",A node storing a single element and one pointer,A node storing a small array of elements along with next and prev pointers,A doubly linked list with no data field,An array that mimics pointers using indices only,A node storing a small array of elements along with next and prev pointers,"An unrolled linked list stores multiple elements per node, reducing the number of pointers needed."
Data Structures,Linked List,Hard,"In a skip list built on top of a linked list, what is the expected average time complexity of a search operation?",O(1),O(log n),O(n),O(n log n),O(log n),"Skip lists use multiple levels of linked lists to skip sections, achieving expected logarithmic search time."
Data Structures,Linked List,Hard,What is the key idea behind implementing an LFU cache using multiple doubly linked lists grouped by frequency?,"Each frequency count has its own doubly linked list, allowing O(1) access to the least frequently used group",A single sorted array tracks frequency counts,Frequencies are recalculated by traversing the entire cache on every access,It uses only a singly linked list for all operations,"Each frequency count has its own doubly linked list, allowing O(1) access to the least frequently used group",Grouping nodes by access frequency lets the cache locate and evict the least frequently used entry without scanning.
Data Structures,Linked List,Hard,What is the time complexity of checking whether two singly linked lists are identical in both structure and values?,O(1),"O(min(m,n)) best case and O(max(m,n)) worst case",O(m*n),O(log(m+n)),"O(min(m,n)) best case and O(max(m,n)) worst case","Comparison can stop early on mismatch, but in the worst case both lists must be traversed fully."
Data Structures,Linked List,Hard,"Which technique allows finding whether a singly linked list has a cycle using only O(1) extra space, without modifying the list?",Using a hash set of visited nodes,Floyd's Cycle Detection using slow and fast pointers,Reversing the list and comparing,Using recursion with memoization,Floyd's Cycle Detection using slow and fast pointers,"Floyd's algorithm needs only two pointer variables, unlike a hash set which requires O(n) additional space."
Data Structures,Linked List,Hard,What is a key challenge when implementing a thread-safe linked list that supports concurrent insertions and deletions?,Ensuring pointer updates from different threads do not corrupt the list through race conditions,Reducing the number of nodes stored,Avoiding the use of a head pointer,Preventing the list from growing too large,Ensuring pointer updates from different threads do not corrupt the list through race conditions,"Without proper synchronization, simultaneous pointer modifications from multiple threads can leave the list inconsistent."
Data Structures,Linked List,Hard,"Which method is used to efficiently merge k sorted linked lists using a min-heap, and what is its time complexity?","Comparing all k heads pairwise sequentially, giving O(k^2 * n)","Using a min-heap of size k to extract the smallest head node, giving O(n log k)","Concatenating all lists and sorting, giving O(n log n) only",It is not possible to merge more than two lists efficiently,"Using a min-heap of size k to extract the smallest head node, giving O(n log k)","A min-heap tracks the smallest current node among all k lists, giving O(n log k) time."
Data Structures,Linked List,Hard,What is the primary reason in-place reversal of a singly linked list is preferred over creating a new reversed list?,"It avoids O(n) extra space for a new list, achieving O(1) additional space",It is the only method that works on doubly linked lists,It changes the time complexity to O(log n),It requires fewer traversal steps than any other method,"It avoids O(n) extra space for a new list, achieving O(1) additional space",In-place reversal redirects existing pointers rather than allocating a completely new set of nodes.
Data Structures,Linked List,Hard,Which strategy is used to detect and remove duplicate values from an unsorted linked list in O(n) time using extra space?,Using a hash set to track values seen so far while traversing once,Using nested loops to compare each pair of nodes,Sorting the list first using merge sort,It is not possible in O(n) time,Using a hash set to track values seen so far while traversing once,"A hash set allows O(1) average lookup to check if a value has already been seen, enabling removal in one pass."
Data Structures,Linked List,Hard,What is the time complexity of converting a singly linked list into a balanced binary search tree when the list length is not known in advance?,"O(n), using one traversal to count nodes and a second to build the tree",O(1),O(n^2),O(log n),"O(n), using one traversal to count nodes and a second to build the tree","One pass counts total nodes to determine subtree sizes, and a second pass constructs the tree, both linear."
Data Structures,Linked List,Hard,Which approach efficiently checks whether a singly linked list is a palindrome without using extra space for a second data structure?,Copying all values into an array and comparing,"Finding the middle, reversing the second half, and comparing it with the first half",Using a stack to store all values,Sorting the list and comparing to the original,"Finding the middle, reversing the second half, and comparing it with the first half",Reversing only the second half in place and comparing node by node avoids needing an array or stack.
Data Structures,Linked List,Hard,What is the significance of the two pointers meeting inside the cycle in Floyd's Cycle Detection Algorithm?,It confirms the presence of a cycle without identifying its start,It immediately gives the length of the entire list,It confirms the list has no cycle,It sorts the list automatically,It confirms the presence of a cycle without identifying its start,"The meeting of slow and fast pointers proves a cycle exists, but a separate step finds where it begins."
Data Structures,Linked List,Hard,"Which approach finds the intersection point of two singly linked lists that may differ in length, using O(1) extra space?","Align the starting points using the length difference, then advance both pointers together",Reverse both lists and compare from the end,Use a hash set of all node addresses from one list,It cannot be found without extra space,"Align the starting points using the length difference, then advance both pointers together",Advancing the longer list's pointer by the length difference first synchronizes both pointers to reach the intersection together.
Data Structures,Linked List,Hard,What is the time complexity of the optimal algorithm to reverse a doubly linked list in place?,O(n^2),O(n),O(log n),O(1),O(n),"Each node's next and prev pointers must be swapped once, requiring a single linear pass."
Data Structures,Linked List,Hard,Why is a doubly linked list generally preferred over a singly linked list when implementing a text editor's undo and redo feature?,It allows O(1) movement in both directions between states without extra traversal,It uses less memory per state,It automatically compresses the history,It prevents invalid undo operations,It allows O(1) movement in both directions between states without extra traversal,"Undo and redo require moving both backward and forward through history, which a doubly linked list supports directly."
Data Structures,Linked List,Hard,What is the worst-case time complexity of bubble-sort-style sorting applied directly to a singly linked list by swapping node data?,O(n),O(n log n),O(n^2),O(log n),O(n^2),"Like array-based bubble sort, repeated passes comparing adjacent nodes result in quadratic time in the worst case."
Data Structures,Linked List,Hard,Which technique is used to efficiently find the kth node from the beginning of a singly linked list of unknown length in a single pass?,Traverse once while incrementing a counter until it equals k,"Traverse the list twice, once to find the length",Use two pointers separated by a fixed gap,It is not possible in a single pass,Traverse once while incrementing a counter until it equals k,"Since counting from the beginning does not require knowing the total length, a single forward traversal with a counter suffices."
Data Structures,Linked List,Hard,What edge case must an algorithm handle when merging two sorted linked lists that contain duplicate values across both lists?,Duplicates must be removed automatically during the merge,The merge must preserve all duplicate values in sorted order unless explicitly asked to deduplicate,Duplicates cause the merge to fail,Only one list's duplicates are kept,The merge must preserve all duplicate values in sorted order unless explicitly asked to deduplicate,"A standard merge simply interleaves nodes by value, so duplicate values from either list remain unless deduplication is a separate requirement."
Data Structures,Linked List,Hard,Why does detecting a cycle using a hash set of visited node references work correctly regardless of cycle length or position?,"Because every node's memory address is unique, so a repeat address proves the node was visited before",Because hash sets automatically sort nodes,Because hash sets only work on small lists,"Because the hash set stores data values, not addresses","Because every node's memory address is unique, so a repeat address proves the node was visited before","Since each node occupies a distinct memory location, encountering the same reference again while traversing confirms a loop exists."
