Subject,Topic,Difficulty,Question,Option1,Option2,Option3,Option4,CorrectAnswer,Explanation
Data Structures,Trees,Easy,"Which traversal visits the left subtree, then the right subtree, then the root?",Preorder,Inorder,Postorder,Level order,Postorder,Postorder traversal processes both subtrees completely before visiting the current node.
Data Structures,Trees,Easy,What is a complete binary tree?,"A tree where all levels are completely filled except possibly the last, which is filled left to right",A tree where every node has exactly two children,A tree with only one leaf node,A tree with no root,"A tree where all levels are completely filled except possibly the last, which is filled left to right","Completeness requires every level to be full except the last, which fills from left to right without gaps."
Data Structures,Trees,Easy,What is a full binary tree?,A tree where every node has either zero or two children,A tree where every node has exactly one child,A tree with only leaf nodes,A tree with unlimited children per node,A tree where every node has either zero or two children,"In a full binary tree, no node has just a single child, each has either none or exactly two."
Data Structures,Trees,Easy,What is a perfect binary tree?,A tree where all internal nodes have two children and all leaves are at the same level,A tree with only a root node,A tree where nodes have varying numbers of children,A tree with no leaves,A tree where all internal nodes have two children and all leaves are at the same level,"Perfect binary trees are fully filled at every level, giving a symmetric structure with uniform leaf depth."
Data Structures,Trees,Easy,What does traversing a tree mean?,Visiting every node exactly once in some defined order,Deleting all nodes,Sorting the tree,Balancing the tree,Visiting every node exactly once in some defined order,Traversal refers to systematically visiting each node according to a specific strategy such as preorder or inorder.
Data Structures,Trees,Easy,What is the maximum number of children a node can have in a binary tree?,1,2,3,Unlimited,2,"By definition, a binary tree restricts each node to at most two children."
Data Structures,Trees,Easy,Which traversal is commonly used to visit nodes level by level?,Preorder,Inorder,Postorder,Level order (Breadth-First),Level order (Breadth-First),"Level order traversal visits all nodes at a given depth before moving to the next depth, typically using a queue."
Data Structures,Trees,Easy,What is a subtree?,A tree formed by a node and all of its descendants,Only the leaf nodes of a tree,Only the root of a tree,A tree with no children,A tree formed by a node and all of its descendants,Any node along with everything below it forms a smaller tree structure called a subtree.
Data Structures,Trees,Easy,"In a binary tree node, what fields are typically stored?","Data, left pointer, right pointer",Only data,Data and an index,Data and a size counter,"Data, left pointer, right pointer",Each node holds its own data value along with references to its left and right children.
Data Structures,Trees,Easy,What is the minimum number of nodes in a tree with height 0?,0,1,2,3,1,"A tree with height 0 consists of just a single node, the root, with no further levels below it."
Data Structures,Trees,Easy,Which of the following best describes an ancestor of a node in a tree?,"Any node on the path from the root to that node, excluding the node itself",Any node in the entire tree,Only the parent of that node,Only the root of the tree,"Any node on the path from the root to that node, excluding the node itself","Ancestors include the parent, grandparent, and so on, up to the root, forming the path from the root down to the node."
Data Structures,Trees,Easy,What is a descendant of a node in a tree?,Any node reachable by moving downward from that node through its children,Any node in the entire tree,Only the immediate children of that node,Only the leaf nodes,Any node reachable by moving downward from that node through its children,"Descendants include children, grandchildren, and so forth, all nodes found in the subtree rooted at that node."
Data Structures,Trees,Easy,What is the degree of a node in a tree?,The number of children it has,The depth of the node,The total number of nodes in the tree,The height of the tree,The number of children it has,A node's degree refers specifically to how many child nodes are directly connected to it.
Data Structures,Trees,Easy,Which of the following is an application of a binary search tree?,"Efficiently maintaining a sorted collection that supports fast search, insertion, and deletion",Sorting a fixed array in place with no extra structure,Storing unordered hash-based key-value pairs,Implementing a circular buffer,"Efficiently maintaining a sorted collection that supports fast search, insertion, and deletion","BSTs keep elements ordered so operations like search, insert, and delete can be performed efficiently by comparison."
Data Structures,Trees,Easy,What does it mean for a binary tree to be balanced?,"The height difference between left and right subtrees of every node is small, typically bounded by a constant",All nodes have exactly two children,The tree has the maximum possible number of nodes,The tree has only one leaf,"The height difference between left and right subtrees of every node is small, typically bounded by a constant","Balance ensures the tree does not become skewed, keeping operations efficient by bounding the height relative to the number of nodes."
Data Structures,Trees,Easy,What is the term for two nodes that share the same parent in a tree?,Ancestors,Descendants,Siblings,Cousins,Siblings,Siblings are nodes that are both direct children of the same parent node.
Data Structures,Trees,Easy,Which of the following is true about the number of edges in a tree with n nodes?,There are exactly n-1 edges,There are exactly n edges,There are exactly n+1 edges,The number of edges is unrelated to n,There are exactly n-1 edges,"Since a tree is connected and acyclic, it always has precisely one fewer edge than the number of nodes."
Data Structures,Trees,Easy,What is an internal node in a tree?,A node that has at least one child,A node with no children,The root node only,A node with no parent,A node that has at least one child,"Internal nodes are non-leaf nodes, meaning they have one or more children beneath them."
Data Structures,Trees,Easy,Which of the following best describes a binary tree that is skewed to the right?,"Every node has only a right child, forming a structure similar to a linked list",Every node has exactly two children,The tree is perfectly balanced,All leaves are at the same depth,"Every node has only a right child, forming a structure similar to a linked list","A right-skewed tree degenerates into a chain of right children, resembling a linked list rather than a balanced hierarchy."
Data Structures,Trees,Medium,What is the time complexity of searching for a value in a balanced binary search tree with n nodes?,O(1),O(log n),O(n),O(n log n),O(log n),"A balanced BST's height is proportional to log n, so search operations that follow a single path take logarithmic time."
Data Structures,Trees,Medium,What is the time complexity of searching for a value in a completely skewed (degenerate) binary search tree with n nodes?,O(1),O(log n),O(n),O(n log n),O(n),"A skewed tree behaves like a linked list, so in the worst case every node may need to be visited, giving linear time."
Data Structures,Trees,Medium,What is the time complexity of inserting a new node into a balanced binary search tree with n nodes?,O(1),O(log n),O(n),O(n^2),O(log n),"Insertion follows a single root-to-leaf path determined by comparisons, and this path length is proportional to the tree's logarithmic height when balanced."
Data Structures,Trees,Medium,"Which traversal order can be used to reconstruct a binary tree uniquely when combined with inorder traversal, assuming no duplicate values?",Preorder or postorder,Level order only,Any two traversals of the same type,It cannot be done with any combination,Preorder or postorder,Combining inorder with either preorder or postorder provides enough information to determine the root and recursively split the remaining subtrees uniquely.
Data Structures,Trees,Medium,What is the maximum height of a binary tree with n nodes in the worst case?,log n,n,n-1,n/2,n-1,"In a completely skewed tree where each node has only one child, the height can be as large as n-1."
Data Structures,Trees,Medium,What is the minimum possible height of a binary tree with n nodes?,n,n-1,floor(log2(n)),n/2,floor(log2(n)),"A perfectly balanced tree minimizes height by filling each level as much as possible, giving a logarithmic relationship to the number of nodes."
Data Structures,Trees,Medium,What is a key edge case that must be handled when deleting a node with two children from a binary search tree?,Replacing the node with its inorder successor or predecessor and then deleting that successor or predecessor node,Simply removing the node and leaving both children unattached,Always replacing the node with its left child only,Deletion is not possible for nodes with two children,Replacing the node with its inorder successor or predecessor and then deleting that successor or predecessor node,"This technique preserves the BST property by substituting a value that maintains correct ordering, then removing the now-duplicated successor or predecessor."
Data Structures,Trees,Medium,What is the primary purpose of self-balancing binary search trees such as AVL or Red-Black trees?,"To maintain O(log n) height guarantees regardless of insertion and deletion order, avoiding worst-case skew",To eliminate the need for a root node,To allow more than two children per node,To store data in sorted arrays instead of nodes,"To maintain O(log n) height guarantees regardless of insertion and deletion order, avoiding worst-case skew",Self-balancing trees automatically restructure themselves during insertions and deletions to prevent the tree from becoming skewed and losing logarithmic performance.
Data Structures,Trees,Medium,"In an AVL tree, what is the balance factor of a node?",The difference between the heights of its left and right subtrees,The number of children it has,The total number of nodes in its subtree,The depth of the node from the root,The difference between the heights of its left and right subtrees,AVL trees track this height difference at every node and perform rotations whenever it exceeds the allowed threshold of 1.
Data Structures,Trees,Medium,What is the maximum allowed balance factor magnitude at any node in a valid AVL tree?,0,1,2,Unlimited,1,AVL trees enforce that the height difference between left and right subtrees at every node never exceeds 1 in absolute value.
Data Structures,Trees,Medium,Which rotation is performed in an AVL tree to fix a left-left imbalance?,Left rotation,Right rotation,Left-right rotation,Right-left rotation,Right rotation,A left-left heavy imbalance is corrected with a single right rotation at the unbalanced node to restore balance.
Data Structures,Trees,Medium,What is the primary property that distinguishes a max-heap from a min-heap?,"In a max-heap, each parent is greater than or equal to its children; in a min-heap, each parent is less than or equal to its children",A max-heap has more nodes than a min-heap,A max-heap is always a binary search tree,A min-heap cannot be represented using an array,"In a max-heap, each parent is greater than or equal to its children; in a min-heap, each parent is less than or equal to its children","The heap property differs in direction: max-heaps prioritize larger values at the top, while min-heaps prioritize smaller values."
Data Structures,Trees,Medium,What is the time complexity of building a heap from an unsorted array of n elements using the bottom-up heapify approach?,O(n log n),O(n),O(n^2),O(log n),O(n),"Although each heapify operation can take up to O(log n), the total work across all nodes sums to linear time due to the tree's shape."
Data Structures,Trees,Medium,How is a binary heap typically represented in memory for efficient access?,Using a linked list with parent and child pointers,"Using an array, where a node at index i has children at indices 2i+1 and 2i+2",Using a hash map keyed by node value,Using a doubly linked list,"Using an array, where a node at index i has children at indices 2i+1 and 2i+2","Array representation avoids explicit pointers, using simple index arithmetic to locate parent and child positions."
Data Structures,Trees,Medium,What is a trie (prefix tree) primarily used for?,"Efficiently storing and searching strings, especially for prefix-based operations",Storing numerical data only,Balancing binary search trees,Representing graphs with weighted edges,"Efficiently storing and searching strings, especially for prefix-based operations","A trie organizes characters of strings along paths from the root, allowing fast prefix searches and autocomplete-like operations."
Data Structures,Trees,Medium,"What is the time complexity of searching for a word of length m in a trie, independent of the number of stored words?",O(1),O(m),O(n) where n is the number of words stored,O(m log n),O(m),"Searching in a trie follows one character at a time along a path of length m, regardless of how many other words are stored."
Data Structures,Trees,Medium,Which of the following best describes the Lowest Common Ancestor (LCA) of two nodes in a tree?,The deepest node that is an ancestor of both given nodes,The root node of the tree,The node with the smallest value between the two given nodes,"Either of the two given nodes, whichever is higher",The deepest node that is an ancestor of both given nodes,"LCA identifies the lowest point in the tree from which both nodes can be reached by descending, making it the deepest common ancestor."
Data Structures,Trees,Medium,"What is the time complexity of finding the Lowest Common Ancestor in a binary search tree using the BST property, for a tree of height h?",O(1),O(h),"O(n) always, regardless of height",O(n^2),O(h),"By comparing values against the current node and moving left or right accordingly, the search follows a single path proportional to the tree's height."
Data Structures,Trees,Medium,What is the primary difference between a binary tree and a binary search tree?,"A binary search tree enforces ordering between left, node, and right values, while a general binary tree does not",A binary tree can only store integers,A binary search tree cannot have more than one leaf,There is no difference between the two,"A binary search tree enforces ordering between left, node, and right values, while a general binary tree does not","While both limit nodes to at most two children, only a BST additionally requires that left subtree values be smaller and right subtree values be larger."
Data Structures,Trees,Medium,Which of the following describes an edge case that must be handled when performing an inorder traversal iteratively using an explicit stack instead of recursion?,"Managing the stack to correctly track when to move left, process a node, or move right after popping",Ignoring the right subtree entirely,Using a queue instead of a stack for correctness,Assuming the tree always has an even number of nodes,"Managing the stack to correctly track when to move left, process a node, or move right after popping","Without recursion's implicit call stack, an explicit stack must carefully preserve traversal order by tracking descent, processing, and backtracking manually."
Data Structures,Trees,Medium,"What is the time complexity of converting a binary search tree into a sorted array using inorder traversal, for a tree with n nodes?",O(1),O(log n),O(n),O(n log n),O(n),"Inorder traversal visits every node exactly once, and since a BST's inorder sequence is already sorted, this produces a sorted array in linear time."
Data Structures,Trees,Medium,What edge case must be considered when computing the height of an empty tree (a tree with no nodes)?,"The height of an empty tree is typically defined as -1 or 0 depending on convention, and must be handled explicitly in recursive functions",An empty tree always has height equal to 1,"Height cannot be computed for an empty tree, causing an error",The height of an empty tree is always undefined and ignored,"The height of an empty tree is typically defined as -1 or 0 depending on convention, and must be handled explicitly in recursive functions",Recursive height calculations must have a defined base case for null or empty trees to avoid incorrect results or errors.
Data Structures,Trees,Medium,Which of the following correctly explains why deletion in a binary search tree can be more complex than insertion?,"Deletion may require handling zero, one, or two children cases, including finding a replacement to maintain BST ordering",Deletion is always simpler because nodes are just removed directly,Insertion always requires more comparisons than deletion,Deletion never affects the tree's structure,"Deletion may require handling zero, one, or two children cases, including finding a replacement to maintain BST ordering","Unlike insertion, which always adds a new leaf, deletion must carefully restructure the tree differently depending on how many children the removed node has."
Data Structures,Trees,Medium,What is the purpose of threading in a threaded binary tree?,"To replace null pointers with references to the inorder predecessor or successor, enabling traversal without recursion or a stack",To connect all leaf nodes into a circular list,To eliminate the need for a root node,To allow more than two children per node,"To replace null pointers with references to the inorder predecessor or successor, enabling traversal without recursion or a stack",Threaded trees make use of otherwise wasted null pointers to enable efficient traversal without extra memory for a stack.
Data Structures,Trees,Medium,What is the time complexity of checking whether a given binary tree is a valid binary search tree?,O(1),O(log n),O(n),O(n^2),O(n),"Every node must be visited once to verify that its value lies within the correct range imposed by its ancestors, giving linear time."
Data Structures,Trees,Medium,"Which of the following best explains why a common naive approach to validating a BST, which only compares each node with its immediate children, is incorrect?","It fails to consider the full range constraint imposed by all ancestors, not just the immediate parent",It always produces correct results,It is more efficient than checking the full range,"It does not use recursion, which is required","It fails to consider the full range constraint imposed by all ancestors, not just the immediate parent","A node might satisfy its immediate parent-child relationship yet still violate the BST property relative to a grandparent or higher ancestor, so a global range check is required."
Data Structures,Trees,Medium,What is the time complexity of finding the diameter (the longest path between any two nodes) of a binary tree with n nodes using an optimized single-pass approach?,O(n^2),O(n),O(n log n),O(log n),O(n),"By computing subtree heights and updating the diameter simultaneously during a single postorder traversal, the entire tree is processed in linear time."
Data Structures,Trees,Medium,Which of the following best explains the purpose of a segment tree?,"Efficiently answering range queries, such as range sum or range minimum, and supporting updates in logarithmic time",Storing only leaf-level data with no internal structure,Replacing binary search trees for all searching tasks,Sorting an array in place,"Efficiently answering range queries, such as range sum or range minimum, and supporting updates in logarithmic time","Segment trees precompute combined information over ranges, allowing both queries and updates to be performed much faster than a naive linear scan."
Data Structures,Trees,Medium,What is the time complexity of a range query on a segment tree built over an array of n elements?,O(1),O(log n),O(n),O(n log n),O(log n),"A segment tree query traverses a bounded number of nodes proportional to the tree's height, which is logarithmic in the size of the array."
Data Structures,Trees,Medium,"Which of the following correctly describes the process of constructing a binary tree from its level order traversal representation, including markers for missing children?","Using a queue to process nodes level by level, creating children as indicated by the input sequence",Using only recursion without any auxiliary structure,Sorting the input first before construction,It cannot be reconstructed from level order alone,"Using a queue to process nodes level by level, creating children as indicated by the input sequence","A queue naturally mirrors the level-by-level structure of the input, allowing each node's children to be created and linked in the correct order."
Data Structures,Trees,Hard,"What is the time complexity of Morris Inorder Traversal, which achieves O(1) space complexity for traversing a binary tree with n nodes?",O(n^2),O(n),O(n log n),O(log n),O(n),"Although each node's threads are created and removed, each edge is traversed a bounded number of times, keeping the overall traversal linear despite avoiding a stack."
Data Structures,Trees,Hard,How does Morris Traversal achieve O(1) auxiliary space for inorder traversal without using a stack or recursion?,"By temporarily modifying the tree, creating threaded links to inorder predecessors that are removed after use",By using a hidden global stack that is not counted as extra space,By converting the tree into an array first,It is not actually possible to achieve O(1) space for traversal,"By temporarily modifying the tree, creating threaded links to inorder predecessors that are removed after use","Morris Traversal creates temporary links from a node's inorder predecessor back to the node itself, using them to return to earlier nodes without an explicit stack, then removes them."
Data Structures,Trees,Hard,"What is the time complexity of finding the Lowest Common Ancestor of two nodes in a general binary tree, not necessarily a BST, using a single recursive postorder traversal?",O(n^2),O(n),O(log n),O(n log n),O(n),"Since neither node's location is known in advance, the entire tree may need to be visited once in the worst case to determine the LCA."
Data Structures,Trees,Hard,How can the Lowest Common Ancestor query be answered in O(1) time after O(n log n) preprocessing using the Euler tour and Sparse Table technique?,By reducing the LCA problem to a Range Minimum Query over the Euler tour of node depths,By recomputing the LCA from scratch for every query,By sorting all nodes by depth and using binary search per query,It cannot be reduced to any other well-known problem,By reducing the LCA problem to a Range Minimum Query over the Euler tour of node depths,"The Euler tour linearizes the tree, and the LCA of two nodes corresponds to the minimum-depth node between their first occurrences, solvable efficiently with RMQ preprocessing."
Data Structures,Trees,Hard,What is the time complexity of constructing a balanced binary search tree from a sorted array of n elements?,O(n log n),O(n),O(n^2),O(log n),O(n),"By recursively selecting the middle element as the root and repeating for each half, every element is processed once, giving linear time."
Data Structures,Trees,Hard,"Which of the following correctly explains the amortized time complexity of a sequence of n insertions into an initially empty AVL tree, including all necessary rotations?","O(n log n) total, since each insertion costs O(log n) including at most O(1) rotations",O(n^2) total due to potentially cascading rotations after every insertion,O(n) total regardless of rotations,O(n log^2 n) total due to repeated rebalancing across multiple levels,"O(n log n) total, since each insertion costs O(log n) including at most O(1) rotations","Although insertion may trigger rotations to restore balance, at most a constant number of rotations are needed per insertion, so the total cost across n insertions remains O(n log n)."
Data Structures,Trees,Hard,"How does a Red-Black tree guarantee O(log n) height using a different balancing strategy than AVL trees, and what is the key trade-off?","It uses color properties and fewer rotations per operation, offering faster insertions and deletions at the cost of a slightly less strictly balanced tree than AVL",It does not guarantee logarithmic height at all,It requires the same number of rotations as an AVL tree in every case,It only works for trees with an even number of nodes,"It uses color properties and fewer rotations per operation, offering faster insertions and deletions at the cost of a slightly less strictly balanced tree than AVL","Red-Black trees relax the strict balance of AVL trees in exchange for requiring fewer rotations, which benefits insertion and deletion heavy workloads."
Data Structures,Trees,Hard,"What is the maximum possible height of a Red-Black tree with n internal nodes, in terms of the theoretical logarithmic bound?",At most 2*log2(n+1),Exactly log2(n),At most n,At most log2(n) / 2,At most 2*log2(n+1),"Red-Black tree properties guarantee that the longest root-to-leaf path is no more than twice as long as the shortest, bounding height at roughly 2*log2(n+1)."
Data Structures,Trees,Hard,"Which of the following best explains the time complexity of serializing and deserializing a binary tree using preorder traversal with null markers, for a tree with n nodes?",O(n) for both serialization and deserialization,O(n log n) for serialization and O(n) for deserialization,O(n^2) for both operations,O(n) for serialization but O(n^2) for deserialization,O(n) for both serialization and deserialization,"Each node, including null markers for missing children, is visited exactly once during both the recursive serialization and the reconstruction process."
Data Structures,Trees,Hard,What is the time complexity of constructing a segment tree for range sum queries over an array of n elements?,O(n),O(n log n),O(n^2),O(log n),O(n),"Although the segment tree has O(n) nodes, building it bottom-up by combining child values takes overall linear time relative to the input size."
Data Structures,Trees,Hard,How does a Fenwick tree (Binary Indexed Tree) achieve O(log n) time for both point updates and prefix sum queries using less overhead than a segment tree?,"By using the binary representation of indices to determine parent-child relationships implicitly within a single array, avoiding an explicit tree structure","By storing every prefix sum explicitly, achieving O(1) queries with O(n) updates",By requiring the array to be sorted first,It does not support both operations efficiently simultaneously,"By using the binary representation of indices to determine parent-child relationships implicitly within a single array, avoiding an explicit tree structure","A Fenwick tree encodes range information implicitly through index bit manipulation, allowing both updates and prefix queries in logarithmic time with a compact array representation."
Data Structures,Trees,Hard,"What is the time complexity of the optimal algorithm to find the k-th smallest element in a binary search tree, augmented with subtree size information at each node?",O(n),O(h) where h is the height of the tree,O(n log n),O(k),O(h) where h is the height of the tree,"By comparing k against the subtree sizes stored at each node, the search can descend directly toward the k-th smallest element along a single root-to-node path."
Data Structures,Trees,Hard,Which of the following best explains the challenge of merging two balanced binary search trees of sizes m and n into a single balanced BST efficiently?,"It requires converting both to sorted sequences, merging them in O(m+n), and rebuilding a balanced tree, rather than naive repeated insertion which is less efficient",It can always be done in O(1) time by simply linking the roots,Merging balanced BSTs is not possible without losing the BST property,Naive repeated insertion is always the optimal approach,"It requires converting both to sorted sequences, merging them in O(m+n), and rebuilding a balanced tree, rather than naive repeated insertion which is less efficient","Since both trees are already sorted via inorder traversal, merging their sequences and reconstructing a balanced tree from the result is more efficient than inserting elements one by one."
Data Structures,Trees,Hard,"What is the time complexity of finding all root-to-leaf paths in a binary tree that sum to a given target value, for a tree with n nodes?","O(n) in the best case, but O(n^2) in the worst case due to path copying at each leaf",O(log n) always,O(1) regardless of tree size,"O(n log n) always, independent of tree shape","O(n) in the best case, but O(n^2) in the worst case due to path copying at each leaf","While each node is visited once, in a skewed tree copying the current path at every leaf can add up to quadratic time in the worst case."
Data Structures,Trees,Hard,How does a Splay tree achieve amortized O(log n) time complexity for search operations despite not maintaining strict balance like an AVL tree?,"By moving recently accessed nodes to the root through rotations, which improves the amortized cost for frequently accessed elements over a sequence of operations",By rebalancing the entire tree after every single operation,By using a fixed rotation schedule unrelated to access patterns,It does not actually achieve O(log n) amortized time,"By moving recently accessed nodes to the root through rotations, which improves the amortized cost for frequently accessed elements over a sequence of operations","Splay trees use a self-adjusting strategy where accessed nodes are rotated to the root, which can make future accesses to popular nodes faster despite occasional worst-case single operations."
Data Structures,Trees,Hard,"What is the time complexity of constructing a Cartesian tree from an array of n elements, using the optimal stack-based construction algorithm?",O(n^2),O(n),O(n log n),O(log n),O(n),"Using a stack to maintain a decreasing sequence of candidate right-spine nodes, each element is pushed and popped a constant number of times, giving linear time."
Data Structures,Trees,Hard,"Which of the following best explains why a B-tree, rather than a standard binary search tree, is preferred for indexing large datasets stored on disk?","B-trees have a higher branching factor, reducing tree height and minimizing costly disk I/O operations per search",B-trees always use less total memory than a binary search tree,B-trees cannot support range queries,B-trees are only useful for in-memory data structures,"B-trees have a higher branching factor, reducing tree height and minimizing costly disk I/O operations per search","Since disk access is much slower than memory access, minimizing the number of disk reads by keeping the tree shallow through a high branching factor is critical for performance."
Data Structures,Trees,Hard,"What is the time complexity of searching, inserting, or deleting a key in a B-tree of order m containing n keys?",O(n),O(log_m n),O(m log n),O(n log m),O(log_m n),"A B-tree's height grows logarithmically with base related to its branching factor m, so operations following a root-to-leaf path take O(log_m n) time."
Data Structures,Trees,Hard,"How does a Trie support efficient autocomplete functionality, and what is the time complexity of retrieving all words with a given prefix of length p, given k matching words with total length L?","By traversing to the end of the prefix in O(p) time, then exploring the subtree to collect all k words in O(L) time","By searching the entire trie for every query, taking O(n) time where n is the number of stored words",By sorting all words alphabetically before every query,Tries cannot support prefix-based retrieval efficiently,"By traversing to the end of the prefix in O(p) time, then exploring the subtree to collect all k words in O(L) time","After reaching the end of the prefix path, a traversal of the remaining subtree collects each matching word exactly once, proportional to the total output length."
Data Structures,Trees,Hard,"What is the time complexity of checking if two binary trees are structurally identical and have the same node values, for trees with n and m nodes respectively?","O(min(n,m))","O(n+m) in the worst case, but can terminate early on mismatch",O(n*m),O(n log m),"O(n+m) in the worst case, but can terminate early on mismatch","Both trees are traversed simultaneously, comparing corresponding nodes, and comparison stops as soon as a structural or value mismatch is detected."
Data Structures,Trees,Hard,"Which of the following best explains how a suffix tree enables efficient substring search in a text of length n, achieving O(m) search time for a pattern of length m?","By preprocessing all suffixes of the text into a compressed tree structure, allowing pattern matching to follow a single path proportional to the pattern length",By storing every possible substring explicitly as a separate node,By requiring the pattern to be sorted before searching,By using a hash table instead of a tree structure entirely,"By preprocessing all suffixes of the text into a compressed tree structure, allowing pattern matching to follow a single path proportional to the pattern length","Since all suffixes share common structure in the tree, searching for a pattern only requires following edges matching the pattern's characters, independent of the text length."
Data Structures,Trees,Hard,What is the time complexity of constructing a suffix tree for a text of length n using Ukkonen's algorithm?,O(n^2),O(n),O(n log n),O(n^3),O(n),"Ukkonen's algorithm incrementally builds the suffix tree online using suffix links and clever extension rules, achieving overall linear time construction."
Data Structures,Trees,Hard,How can a binary tree be efficiently converted into its mirror image (left and right children swapped at every node) in O(n) time?,By recursively swapping the left and right children of every node in a single traversal,By performing multiple traversals for each level separately,By sorting all node values first,It requires O(n log n) time due to necessary rebalancing,By recursively swapping the left and right children of every node in a single traversal,"Each node's children are swapped exactly once during a single recursive pass, visiting every node exactly once for linear time."
Data Structures,Trees,Hard,"What is the time complexity of finding the vertical order traversal of a binary tree, where nodes are grouped by their horizontal distance from the root, for a tree with n nodes?",O(n log n) due to sorting nodes by horizontal distance and depth,O(n) using a hash map with no sorting required in any case,"O(n^2) always, regardless of implementation",O(log n) using a specialized structure,O(n log n) due to sorting nodes by horizontal distance and depth,"Nodes must typically be grouped by horizontal distance and then ordered by depth or original order within each group, which commonly involves a sorting step."
Data Structures,Trees,Hard,"Which of the following best explains the concept of tree isomorphism, and why determining if two trees are isomorphic can be more complex than checking for structural identity?","Isomorphic trees may have different left-right child orderings that still represent the same underlying shape, requiring the algorithm to consider multiple matching possibilities at each node",Isomorphic trees must have identical node values only,Isomorphism only applies to trees with the same number of leaves,Isomorphism is equivalent to checking if two trees have the same height,"Isomorphic trees may have different left-right child orderings that still represent the same underlying shape, requiring the algorithm to consider multiple matching possibilities at each node","Unlike strict structural identity, isomorphism allows children to be swapped, so the algorithm must check both possible orderings at each level of comparison."
Data Structures,Trees,Hard,"What is the time complexity of finding the maximum path sum between any two nodes in a binary tree, where the path may or may not pass through the root, using a single traversal?",O(n^2),O(n),O(n log n),O(log n),O(n),"By computing the maximum downward path sum through each node while simultaneously tracking the best path sum found so far, a single postorder traversal suffices."
Data Structures,Trees,Hard,How does a Treap combine properties of a binary search tree and a heap to achieve expected O(log n) time complexity for its operations?,"Nodes are ordered by key as a BST and by a randomly assigned priority as a heap, and rotations maintain both properties, giving balance with high probability",It requires manually rebalancing after every operation like an AVL tree,It sacrifices the BST property to maintain heap order strictly,It only maintains heap order and ignores key-based ordering,"Nodes are ordered by key as a BST and by a randomly assigned priority as a heap, and rotations maintain both properties, giving balance with high probability","Random priorities effectively randomize the tree's shape similarly to a randomly built BST, giving expected logarithmic height without explicit balancing logic."
Data Structures,Trees,Hard,"What is the time complexity of finding the number of unique binary search trees that can be formed with n distinct keys, using dynamic programming based on Catalan numbers?",O(n),O(n^2),O(2^n),O(n!),O(n^2),"Computing the count for each size from 1 to n by combining results of smaller subproblems, following the Catalan number recurrence, takes quadratic time overall."
Data Structures,Trees,Hard,"How does a Fenwick tree extended to support range updates and range queries differ from the basic point-update version, and what is the resulting time complexity per operation?","It uses two Fenwick trees internally to track difference arrays, maintaining O(log n) time for both range updates and range queries",It requires O(n) time per range update since every affected index must be updated individually,It cannot support range updates without switching to a segment tree entirely,It only supports range updates but not range queries,"It uses two Fenwick trees internally to track difference arrays, maintaining O(log n) time for both range updates and range queries","By cleverly combining two Fenwick trees to represent a difference-based formula, both range updates and range sum queries can each be answered in logarithmic time."
