Subject,Topic,Difficulty,Question,Option1,Option2,Option3,Option4,CorrectAnswer,Explanation
Data Structures,Stack,Easy,What is the main disadvantage of implementing a stack using a fixed-size array?,It cannot support push and pop,"It has a maximum capacity, leading to potential overflow",It is slower than a linked list for all operations,It cannot store integers,"It has a maximum capacity, leading to potential overflow","A fixed-size array cannot grow beyond its allocated capacity, so pushing beyond that limit causes overflow."
Data Structures,Stack,Easy,Which of these best describes an application of a stack in text editors?,Implementing the undo feature,Implementing autocomplete suggestions,Implementing spell check,Sorting the document alphabetically,Implementing the undo feature,"Each action is pushed onto a stack, and undo pops the most recent action, restoring the previous state."
Data Structures,Stack,Easy,What is the space complexity of a stack storing n elements?,O(1),O(n),O(log n),O(n^2),O(n),"Each of the n elements requires storage, so the total space grows linearly with the number of elements."
Data Structures,Stack,Easy,Which of the following correctly checks if a stack implemented using an array is empty?,top == -1,top == 0,top == n,top == 1,top == -1,"When the stack is initialized with top set to -1, that same condition indicates no elements are present."
Data Structures,Stack,Easy,"In a stack implemented with a linked list, which end of the list is typically used as the top of the stack?",The head,The tail,The middle node,Both head and tail equally,The head,Using the head as the top allows push and pop in O(1) time without traversal.
Data Structures,Stack,Easy,Which built-in structure in many programming languages directly supports stack behavior?,Stack class or Deque used as a stack,HashMap,Priority Queue,Binary Tree,Stack class or Deque used as a stack,Most standard libraries provide a Stack class or a Deque that can be restricted to push/pop operations at one end.
Data Structures,Stack,Easy,"What is the correct order of output if 1, 2, 3 are pushed onto a stack and then all popped?","1, 2, 3","3, 2, 1","2, 1, 3","1, 3, 2","3, 2, 1","Since the stack is LIFO, the last element pushed, 3, is the first one popped."
Data Structures,Stack,Easy,Which of the following is NOT a valid stack operation?,Push,Pop,Peek,Enqueue,Enqueue,"Enqueue is a queue operation used to add elements at the rear, not a stack operation."
Data Structures,Stack,Easy,What is the term used when a stack has no elements?,Overflow,Underflow,Empty stack,Both underflow and empty stack describe this state,Both underflow and empty stack describe this state,"An empty stack has zero elements, and attempting to pop from it triggers an underflow condition."
Data Structures,Stack,Easy,Why is a stack considered a restricted form of a linear data structure?,Because access and modification are only allowed at one end,Because it can only store numbers,Because it has a fixed maximum size always,Because it cannot be implemented using arrays,Because access and modification are only allowed at one end,"Unlike a general list, a stack limits all insertions and deletions to the top, restricting how elements can be accessed."
Data Structures,Stack,Easy,Which of the following is true about the isEmpty() function for a stack?,It removes all elements,It checks whether the stack has zero elements,It always returns true,It adds a new element,It checks whether the stack has zero elements,isEmpty() is a helper function used to test whether pop or peek would cause an underflow.
Data Structures,Stack,Easy,What best describes the relationship between a stack and recursion?,Recursive function calls are managed internally using a call stack,Recursion cannot be implemented using stacks,Stacks prevent recursion from working,Recursion always avoids using a stack,Recursive function calls are managed internally using a call stack,"Each recursive call is pushed onto the call stack, and returns pop the most recent call, following LIFO order."
Data Structures,Stack,Easy,Which of the following is an example of using a stack in web browsers?,The back button history,The bookmarks list,The address bar autocomplete,The download manager,The back button history,"Visited pages are pushed onto a stack, so pressing back pops the most recently visited page."
Data Structures,Stack,Easy,What is the primary characteristic that differentiates a stack from a queue?,A stack uses LIFO order while a queue uses FIFO order,A stack can only store integers while a queue can store any type,A stack has no size limit while a queue does,A stack allows random access while a queue does not,A stack uses LIFO order while a queue uses FIFO order,The core distinction between the two structures is the order in which elements are removed relative to insertion.
Data Structures,Stack,Easy,Which of the following operations typically has the highest time complexity in a basic stack implementation?,Push,Pop,Peek,Searching for an arbitrary element,Searching for an arbitrary element,"Since a stack only allows access at the top, finding an arbitrary element requires popping through the stack, taking O(n) time."
Data Structures,Stack,Easy,What does it mean for a stack to be dynamic when implemented using a linked list?,It can grow or shrink at runtime without a fixed size limit,It automatically sorts elements,It only stores a fixed number of elements,It cannot support push or pop,It can grow or shrink at runtime without a fixed size limit,"Since nodes are allocated as needed, a linked-list-based stack is not bound by a predefined capacity."
Data Structures,Stack,Medium,What is the time complexity of checking balanced parentheses in an expression using a stack?,O(1),O(n),O(n log n),O(n^2),O(n),"Each character is processed once, pushing opening brackets and popping on matching closing brackets, giving linear time."
Data Structures,Stack,Medium,"When evaluating a postfix expression using a stack, what is done when an operator is encountered?",Push the operator onto the stack,"Pop two operands, apply the operator, and push the result back",Pop one operand and discard the operator,Skip the operator entirely,"Pop two operands, apply the operator, and push the result back",Postfix evaluation applies each operator to the two most recently pushed operands and pushes the computed result.
Data Structures,Stack,Medium,Which data structure is most suitable for converting an infix expression to postfix notation?,Queue,Stack,Binary Search Tree,Hash Map,Stack,A stack is used to hold operators temporarily based on precedence rules while building the postfix output.
Data Structures,Stack,Medium,What is the purpose of maintaining an auxiliary minimum stack alongside a main stack to support getMin() in O(1) time?,To sort the main stack,To track the current minimum value at each state of the main stack,To reverse the main stack when needed,To double the storage capacity,To track the current minimum value at each state of the main stack,"The auxiliary stack records the minimum value corresponding to each push, allowing constant-time retrieval after any pop."
Data Structures,Stack,Medium,Which of the following is a correct way to implement two stacks in a single array efficiently?,"Grow one stack from the beginning and the other from the end, meeting in the middle",Split the array into two equal halves permanently,Use only the first half of the array for both stacks,It cannot be done in a single array,"Grow one stack from the beginning and the other from the end, meeting in the middle",Growing from opposite ends allows both stacks to use the full array space flexibly rather than a fixed split.
Data Structures,Stack,Medium,What is the time complexity of reversing a stack using an auxiliary stack?,O(1),O(n),O(n log n),O(n^2),O(n),"Each element is popped from the original stack and pushed onto the auxiliary stack once, giving linear time."
Data Structures,Stack,Medium,"Which technique allows sorting a stack using only one additional stack, without using any other data structure?",Repeatedly popping elements and inserting them into the auxiliary stack in sorted order,Using quicksort directly on the array underlying the stack,Copying the stack into an array and sorting it externally,It cannot be done using only stacks,Repeatedly popping elements and inserting them into the auxiliary stack in sorted order,Each popped element is inserted into the correct position in the auxiliary stack by temporarily popping larger elements back.
Data Structures,Stack,Medium,What is the time complexity of sorting a stack of n elements using only another stack as auxiliary storage?,O(n),O(n log n),O(n^2),O(log n),O(n^2),"In the worst case, each of the n elements may require shifting past all other elements in the auxiliary stack, giving quadratic time."
Data Structures,Stack,Medium,Which edge case must be handled when implementing a stack using a dynamically resizing array?,Resizing the array when it becomes full or too empty relative to its capacity,Only handling push operations,Ignoring the pop operation entirely,Never checking whether the stack is empty,Resizing the array when it becomes full or too empty relative to its capacity,A dynamic array-based stack must grow when full and may shrink when significantly underused to maintain efficient space use.
Data Structures,Stack,Medium,What is the amortized time complexity of push in a dynamically resizing array-based stack that doubles its capacity when full?,O(n),O(1),O(log n),O(n^2),O(1),"Although occasional resizing takes O(n), doubling the capacity spreads that cost across many pushes, giving O(1) amortized time."
Data Structures,Stack,Medium,Which of the following correctly describes how a stack can be used to check for balanced parentheses in an expression with multiple bracket types?,"Push opening brackets and pop when a matching closing bracket type appears, mismatch means unbalanced",Only count the total number of brackets,Use two separate counters for each bracket type without a stack,Ignore bracket types and treat them all identically,"Push opening brackets and pop when a matching closing bracket type appears, mismatch means unbalanced","Since brackets must close in the reverse order they were opened, a stack naturally enforces correct nesting and type matching."
Data Structures,Stack,Medium,What is the primary reason a stack is preferred over recursion for iterative depth-first search implementations in some cases?,It avoids potential stack overflow from deep recursive calls by using an explicit heap-allocated stack,It always runs faster than recursion,It automatically parallelizes the search,It uses less memory than recursion in every case,It avoids potential stack overflow from deep recursive calls by using an explicit heap-allocated stack,"An explicit stack data structure is allocated on the heap, which can typically hold far more elements than the limited call stack."
Data Structures,Stack,Medium,Which of the following best explains how a stack simulates the behavior of recursive function calls?,"Each function call's local variables and return address are pushed as a stack frame, popped upon return",Function calls are stored in a queue instead,All function calls are combined into a single frame,Recursive calls do not use any stack-like structure,"Each function call's local variables and return address are pushed as a stack frame, popped upon return","The call stack pushes a new frame for every call and pops it when that call completes, mirroring LIFO stack behavior."
Data Structures,Stack,Medium,What edge case must be considered when converting infix to postfix expressions using a stack if the expression contains parentheses?,Operators inside parentheses must be pushed and popped respecting the parentheses boundaries,Parentheses can be ignored entirely,Only the innermost parentheses matter,Parentheses always cause an error,Operators inside parentheses must be pushed and popped respecting the parentheses boundaries,"Opening parentheses are pushed and closing parentheses trigger popping operators until the matching opening parenthesis is found, preserving grouping."
Data Structures,Stack,Medium,Which of the following is an application where a stack is used to implement backtracking algorithms such as maze solving?,The stack stores the path taken so elements can be popped to backtrack to the previous decision point,The stack stores only the final solution,The stack sorts all possible paths,Backtracking does not use stacks,The stack stores the path taken so elements can be popped to backtrack to the previous decision point,"When a path leads to a dead end, popping the stack returns to the last decision point to try an alternative."
Data Structures,Stack,Medium,"What is the time complexity of evaluating a fully parenthesized infix expression using two stacks, one for operators and one for operands?",O(1),O(n),O(n log n),O(n^2),O(n),"Each token in the expression is processed once through push and pop operations, resulting in linear time overall."
Data Structures,Stack,Medium,Which of the following best describes why a stack-based approach is used to implement the Next Greater Element problem efficiently?,A stack maintains a decreasing sequence of candidates so each element is pushed and popped at most once,A stack sorts the array first,A stack requires nested loops for correctness,A stack cannot solve this problem efficiently,A stack maintains a decreasing sequence of candidates so each element is pushed and popped at most once,"By maintaining a monotonic stack, each element is compared and processed a constant number of times, giving linear overall time."
Data Structures,Stack,Medium,What is the time complexity of the Next Greater Element algorithm using a monotonic stack for an array of n elements?,O(n^2),O(n),O(n log n),O(log n),O(n),"Each element is pushed and popped from the stack at most once, so the total work across all operations is linear."
Data Structures,Stack,Medium,Which scenario represents a common edge case when implementing a stack-based expression evaluator?,Handling division by zero or malformed expressions with mismatched operators and operands,Handling only single-digit numbers,Ignoring operator precedence entirely,Assuming the expression is always valid,Handling division by zero or malformed expressions with mismatched operators and operands,"Robust expression evaluators must detect and handle invalid input, including missing operands or arithmetic errors like division by zero."
Data Structures,Stack,Medium,Why is a stack well-suited for implementing the undo and redo functionality using two separate stacks?,"One stack tracks past actions to undo, and the other tracks undone actions to redo, both using LIFO order",A single queue is more efficient for this purpose,Undo and redo cannot both be implemented with stacks,"Only redo requires a stack, undo uses an array","One stack tracks past actions to undo, and the other tracks undone actions to redo, both using LIFO order","Undo pops the most recent action from the undo stack and pushes it to the redo stack, and vice versa, naturally following LIFO order."
Data Structures,Stack,Medium,What is a key difference between using a stack versus a queue to implement a breadth-first traversal?,A stack-based traversal behaves like depth-first search rather than breadth-first search,They produce identical traversal orders,A stack always produces a sorted traversal,A queue cannot be used for traversal,A stack-based traversal behaves like depth-first search rather than breadth-first search,"Using a stack instead of a queue changes the exploration order to LIFO, which naturally produces depth-first rather than breadth-first behavior."
Data Structures,Stack,Medium,"Which of the following correctly explains why a stack is used to detect and match multiple types of brackets such as (), {}, and [] simultaneously?","The top of the stack always holds the most recently opened, still-unmatched bracket, which must match the next closing bracket",Brackets are matched using a counter for each type separately,Only one bracket type can be checked at a time,Stacks cannot handle multiple bracket types,"The top of the stack always holds the most recently opened, still-unmatched bracket, which must match the next closing bracket","Since brackets must close in reverse order of opening, comparing each closing bracket to the top of the stack correctly enforces nested matching."
Data Structures,Stack,Medium,"What is the time and space complexity of implementing a stack using two queues, where push is made costly?","O(n) time for push and O(1) for pop, using O(n) space",O(1) time for both operations,"O(n) time for pop and O(1) for push, using O(1) space",It cannot be implemented using two queues,"O(n) time for push and O(1) for pop, using O(n) space","Making push costly requires dequeuing all existing elements from one queue and re-enqueuing them after the new element, which takes linear time, while the queues themselves require linear space."
Data Structures,Stack,Medium,Which of the following best explains the term monotonic stack?,A stack whose elements are maintained in strictly increasing or decreasing order from bottom to top,A stack that never changes size,A stack that only stores one value at a time,A stack used exclusively for sorting,A stack whose elements are maintained in strictly increasing or decreasing order from bottom to top,"A monotonic stack enforces an ordering invariant, popping elements that violate it before pushing a new one, which is useful for problems like next greater element."
Data Structures,Stack,Medium,What is a common edge case to handle when implementing a stack-based solution for the Largest Rectangle in Histogram problem?,Handling bars with zero height and processing remaining stack elements after the array ends,Handling only bars of equal height,Ignoring bars at the start and end of the array,Assuming all bars have the same height,Handling bars with zero height and processing remaining stack elements after the array ends,"After the main traversal, any bars still in the stack must be processed to account for rectangles extending to the end of the histogram."
Data Structures,Stack,Medium,Which of the following is true about implementing a stack using a single queue?,"It is possible using rotation of the queue after each enqueue, making push O(n)",It is not possible using only one queue,It always achieves O(1) for both operations,It requires converting the queue into an array first,"It is possible using rotation of the queue after each enqueue, making push O(n)","By rotating the queue so the newly added element moves to the front after each enqueue, LIFO order is simulated, at the cost of O(n) push."
Data Structures,Stack,Medium,"What edge case must be addressed when using a stack to validate an expression with nested and unmatched brackets, such as an extra closing bracket?",Attempting to pop from an empty stack when an unmatched closing bracket is found should be treated as invalid,Extra closing brackets should be ignored silently,The stack should be cleared and restarted,Unmatched brackets always cause the program to crash,Attempting to pop from an empty stack when an unmatched closing bracket is found should be treated as invalid,"If a closing bracket appears with no corresponding opening bracket on the stack, this correctly signals that the expression is invalid."
Data Structures,Stack,Medium,Which of the following describes an appropriate use of a stack in a compiler's syntax parser?,Tracking nested scopes and matching delimiters such as braces during parsing,Storing the compiled machine code output,Managing variable naming conventions,Sorting tokens alphabetically,Tracking nested scopes and matching delimiters such as braces during parsing,"Compilers use stacks to verify correct nesting of blocks and delimiters, similar to bracket matching in expressions."
Data Structures,Stack,Medium,What is the time complexity of converting a postfix expression back into an infix expression using a stack?,O(1),O(n),O(n log n),O(n^2),O(n),"Each token in the postfix expression is processed once, pushing operands and combining them with operators, resulting in linear time."
Data Structures,Stack,Medium,Which edge case must be handled when using a stack to simulate the call stack for an iterative version of a recursive function with multiple recursive calls per invocation?,Pushing all pending recursive calls in the correct order so they are processed in the same sequence as the original recursion,Only tracking the first recursive call and ignoring the rest,Using a queue instead since order does not matter,Assuming the function only ever makes one recursive call,Pushing all pending recursive calls in the correct order so they are processed in the same sequence as the original recursion,"If a recursive function makes multiple calls, the iterative stack version must push them in reverse order so popping reproduces the original call sequence."
Data Structures,Stack,Hard,"What is the time complexity of implementing a stack that supports push, pop, and retrieving the maximum element, all in O(1) time?",O(n) for all operations,O(1) for all operations using an auxiliary max-tracking stack,O(log n) for all operations,It is not possible to achieve O(1) for all three operations,O(1) for all operations using an auxiliary max-tracking stack,"By maintaining a parallel stack that tracks the maximum value at each state, all three operations can be performed in constant time."
Data Structures,Stack,Hard,"How can a stack supporting O(1) push, pop, and getMin() be implemented without using extra space proportional to the number of elements, using an encoding trick?",Store an encoded value in the main stack that allows reconstruction of both the original value and the previous minimum,Use two completely separate stacks of equal size,It is mathematically impossible without extra space,Round all values to the nearest minimum,Store an encoded value in the main stack that allows reconstruction of both the original value and the previous minimum,"When a new minimum is pushed, an encoded value is stored so that the previous minimum can be recovered during pop, avoiding a separate auxiliary stack."
Data Structures,Stack,Hard,What is the time complexity of the stock span problem solution that uses a monotonic stack of indices?,O(n^2),O(n),O(n log n),O(log n),O(n),"Each index is pushed and popped from the stack at most once across the entire traversal, giving amortized linear time."
Data Structures,Stack,Hard,Which approach efficiently solves the Trapping Rain Water problem using a single stack in O(n) time?,Maintaining a stack of indices with decreasing heights and computing trapped water when a taller bar is found,Sorting all bars by height first,Using nested loops to check every pair of bars,It cannot be solved with a stack,Maintaining a stack of indices with decreasing heights and computing trapped water when a taller bar is found,"When a bar taller than the stack's top is encountered, the trapped water between the boundaries can be computed and the stack updated accordingly, in linear time overall."
Data Structures,Stack,Hard,What is the time complexity of the Largest Rectangle in Histogram problem when solved using a monotonic stack?,O(n^2),O(n),O(n log n),O(2^n),O(n),"Each bar is pushed and popped from the stack at most once, so the total work across the traversal is linear in the number of bars."
Data Structures,Stack,Hard,How does a stack-based approach compute the previous smaller element for every element in an array efficiently?,Maintaining a stack of candidates and popping elements greater than or equal to the current element before recording the top as the answer,Sorting the array and using binary search for each element,Comparing every pair of elements using nested loops,It requires O(n^2) time and cannot be optimized,Maintaining a stack of candidates and popping elements greater than or equal to the current element before recording the top as the answer,"By discarding stack elements that cannot be the answer for any future element, the algorithm processes each element in amortized constant time."
Data Structures,Stack,Hard,"What is the time complexity of converting a fully general infix expression, including unary operators and multiple precedence levels, to postfix using the shunting-yard algorithm with a stack?",O(1),O(n),O(n log n),O(n^2),O(n),"Each token is processed a constant number of times relative to pushes and pops, so the shunting-yard algorithm runs in linear time overall."
Data Structures,Stack,Hard,Which technique allows implementing a queue using two stacks such that amortized enqueue and dequeue are both O(1)?,Using one stack for incoming elements and transferring to a second stack only when it is empty during a dequeue,Reversing both stacks on every operation,Sorting elements between the two stacks continuously,It is impossible to achieve amortized O(1) using two stacks,Using one stack for incoming elements and transferring to a second stack only when it is empty during a dequeue,"Elements are only moved between stacks when the output stack is empty, so each element is transferred at most once across all operations, giving amortized constant time."
Data Structures,Stack,Hard,"What is the worst-case time complexity of a single dequeue operation in the two-stack queue implementation, even though the amortized cost is O(1)?",O(1),O(n),O(log n),O(n^2),O(n),"If the output stack is empty, all elements must be transferred from the input stack in that single operation, which takes linear time."
Data Structures,Stack,Hard,"How can a stack be used to evaluate expressions with operator precedence and associativity, such as exponentiation being right-associative, correctly during infix to postfix conversion?",By comparing precedence levels and additionally checking associativity before popping operators of equal precedence,By ignoring associativity entirely,By always popping operators of equal precedence regardless of associativity,By treating all operators as left-associative,By comparing precedence levels and additionally checking associativity before popping operators of equal precedence,"Right-associative operators like exponentiation must not be popped when an operator of equal precedence is encountered, unlike left-associative operators, requiring an associativity check."
Data Structures,Stack,Hard,What is the space complexity of the auxiliary stack used in an iterative postorder traversal of a binary tree using two stacks?,O(1),"O(n) in the worst case, proportional to the number of nodes",O(log n),O(n^2),"O(n) in the worst case, proportional to the number of nodes","In the worst case of a skewed tree, all n nodes may be pushed onto the stack before any are fully processed, requiring linear space."
Data Structures,Stack,Hard,Which of the following best explains how a single stack can simulate an iterative inorder traversal of a binary tree?,"Pushing left children while descending, then processing and moving to the right subtree upon popping",Pushing all nodes at once in level order,"Using recursion internally, which defeats the purpose of an iterative approach",It requires two stacks minimum,"Pushing left children while descending, then processing and moving to the right subtree upon popping","By pushing nodes while moving left and processing a node when no further left child exists, the stack naturally reproduces inorder sequence."
Data Structures,Stack,Hard,What is the time complexity of the algorithm that removes the minimum number of invalid parentheses from a string using a stack-based validity check combined with search?,O(n) using only a stack,"O(2^n) in the worst case due to exploring removal combinations, often optimized with BFS or backtracking",O(n log n) using only a stack,O(n^2) using only a stack,"O(2^n) in the worst case due to exploring removal combinations, often optimized with BFS or backtracking","While a stack can validate a given string in O(n), finding the minimum removals to make it valid generally requires exploring multiple removal combinations, which is exponential in the worst case before optimization."
Data Structures,Stack,Hard,"How does a stack-based solution efficiently determine, for each element in an array, the nearest element to its right that is smaller, in O(n) time?",By maintaining a stack of indices in increasing order of value and popping elements greater than or equal to the current one,By performing a binary search from each index,By sorting the array first and losing original positions,By using nested loops comparing each pair,By maintaining a stack of indices in increasing order of value and popping elements greater than or equal to the current one,"As the array is scanned, elements that cannot be the answer for any future index are discarded, ensuring each index is processed in amortized constant time."
Data Structures,Stack,Hard,What is the key idea behind using a stack to implement a basic calculator that supports nested parentheses and both addition and subtraction in O(n) time?,"Pushing the current result and sign onto the stack when encountering an opening parenthesis, then popping to combine on a closing parenthesis",Recomputing the entire expression from scratch at every parenthesis,Ignoring parentheses and evaluating left to right only,Using recursion exclusively without any stack,"Pushing the current result and sign onto the stack when encountering an opening parenthesis, then popping to combine on a closing parenthesis",Saving the running total and sign context before entering a nested parenthesis allows the calculator to correctly resume after the nested expression is evaluated.
Data Structures,Stack,Hard,Which of the following best describes the challenge of implementing a thread-safe stack that supports concurrent push and pop operations?,Ensuring atomicity of the top pointer update so simultaneous operations from multiple threads do not corrupt the stack,Reducing the number of elements stored,Avoiding the use of an array-based implementation,Preventing the stack from ever becoming empty,Ensuring atomicity of the top pointer update so simultaneous operations from multiple threads do not corrupt the stack,"Without proper synchronization, concurrent modifications to the top pointer and underlying storage can cause race conditions and data corruption."
Data Structures,Stack,Hard,What is the time complexity of the algorithm that uses a stack to remove all adjacent duplicate characters from a string repeatedly until none remain?,O(n^2),O(n),O(n log n),O(2^n),O(n),"Each character is pushed onto the stack once and popped at most once when a duplicate is found, giving overall linear time."
Data Structures,Stack,Hard,How can a stack-based approach efficiently simulate backtracking for generating all valid combinations of n pairs of balanced parentheses without excessive recomputation?,Using a stack to track open and close counts and pruning invalid branches early during generation,Generating all possible strings first and filtering valid ones afterward,Using a queue instead of a stack for the same efficiency,It requires exponential extra space beyond the valid outputs,Using a stack to track open and close counts and pruning invalid branches early during generation,"Tracking the count of open and close brackets used allows the algorithm to prune invalid paths immediately rather than generating and discarding invalid strings later."
Data Structures,Stack,Hard,What is the time complexity of the Celebrity Problem solution that uses a stack to eliminate non-celebrity candidates?,O(n^2),O(n),O(n log n),O(log n),O(n),"By pushing all candidates onto a stack and eliminating one of each compared pair, only n comparisons are needed, followed by a final verification, giving linear time."
Data Structures,Stack,Hard,"Which of the following best explains why a stack, rather than a queue, is the natural choice for implementing the Depth-First Search traversal of a graph iteratively?","A stack processes the most recently discovered vertex first, matching the deep-exploration nature of DFS","A stack processes vertices in the order they were discovered, similar to BFS",A queue naturally explores deeper into the graph before backtracking,Both structures produce identical DFS results,"A stack processes the most recently discovered vertex first, matching the deep-exploration nature of DFS","DFS explores as far as possible along a branch before backtracking, which aligns with a stack's LIFO order of visiting the most recently added vertex."
Data Structures,Stack,Hard,"What is the time complexity of evaluating an expression containing nested function calls using a stack-based interpreter, in terms of the total number of tokens n?",O(n^2),O(n),O(n log n),O(2^n),O(n),"Each token, including function calls and their arguments, is processed a constant number of times using push and pop operations, giving linear time."
Data Structures,Stack,Hard,"How does the two-stack approach for implementing a min-max stack, tracking both minimum and maximum in O(1), typically work?","Maintaining two auxiliary stacks, one tracking running minimums and one tracking running maximums alongside the main stack",Using a single sorted array instead of stacks,Recomputing the minimum and maximum on every operation by scanning the main stack,"It is only possible to track one of minimum or maximum, not both, in O(1)","Maintaining two auxiliary stacks, one tracking running minimums and one tracking running maximums alongside the main stack","Each auxiliary stack records the current extreme value corresponding to each push, allowing both getMin and getMax to run in constant time."
Data Structures,Stack,Hard,"What is the time complexity of validating whether a sequence of stack push and pop operations could produce a given output sequence, using a simulation with an auxiliary stack?",O(n^2),O(n),O(n log n),O(2^n),O(n),"By simulating pushes in order and popping whenever the top matches the next expected output value, each element is processed a constant number of times."
Data Structures,Stack,Hard,Which of the following best explains the space-time trade-off when using a stack-based iterative solution instead of recursion for tree traversal?,The iterative stack-based approach trades explicit heap-allocated stack space for avoiding potential call stack overflow on very deep trees,The iterative approach always uses less memory than recursion,The iterative approach cannot handle unbalanced trees,There is no difference between the two approaches,The iterative stack-based approach trades explicit heap-allocated stack space for avoiding potential call stack overflow on very deep trees,"Both approaches use similar asymptotic space, but an explicit stack on the heap avoids the fixed limits of the call stack, which matters for very deep or skewed trees."
Data Structures,Stack,Hard,"What is the primary reason a stack-based approach to the Sudoku solver's backtracking can be less intuitive to implement directly compared to recursion, despite being theoretically equivalent?",Explicitly managing state such as the current cell and tried values on a stack replicates what the call stack would normally handle implicitly,Stacks cannot represent board states,Backtracking cannot be implemented iteratively at all,Recursion is always asymptotically faster,Explicitly managing state such as the current cell and tried values on a stack replicates what the call stack would normally handle implicitly,Converting recursive backtracking to an iterative stack-based form requires manually tracking all the context that recursion would otherwise manage automatically.
Data Structures,Stack,Hard,How can a stack be used to efficiently check if a given sequence is a valid postorder traversal of a binary search tree in O(n) time?,By processing the sequence in reverse and using a stack to track the valid upper bound for each subsequent value,By sorting the sequence and comparing to the original,By checking every possible tree structure that could produce the sequence,It requires O(n^2) time and cannot be optimized with a stack,By processing the sequence in reverse and using a stack to track the valid upper bound for each subsequent value,Processing postorder values from right to left while maintaining a stack of ancestors allows each value to be validated against a shrinking upper bound in linear time.
Data Structures,Stack,Hard,What is the time complexity of the stack-based algorithm that finds the maximum area rectangle in a binary matrix by treating each row as a histogram?,O(n*m) where n is the number of rows and m is the number of columns,O(n^2 * m^2),O(n*m*log(n*m)),O((n*m)^2),O(n*m) where n is the number of rows and m is the number of columns,"For each row, a histogram-based stack algorithm runs in O(m), and this is repeated for all n rows, giving a total of O(n*m)."
Data Structures,Stack,Hard,Which of the following best describes how a stack supports efficient bracket-based syntax highlighting in code editors for very large files?,Maintaining a stack of open bracket positions allows matching brackets to be found in a single linear pass without rescanning,Recomputing all bracket matches from scratch on every keystroke using nested loops,Ignoring bracket matching for files above a certain size,Using a queue instead achieves the same efficiency,Maintaining a stack of open bracket positions allows matching brackets to be found in a single linear pass without rescanning,"As the file is scanned once, each opening bracket's position is pushed and matched with its corresponding closing bracket in constant time per bracket."
Data Structures,Stack,Hard,What is the time complexity of an algorithm using a stack to compute the maximum of all sliding windows of size k in an array of n elements, using a monotonic deque-like stack structure?,O(n*k),O(n) using a monotonic double-ended structure,O(n log k),O(n^2),O(n) using a monotonic double-ended structure,"By maintaining a monotonic structure where each element is added and removed at most once, the total work across all windows is linear in n."
